id,sex,age,age_cat,race,priors_count,c_charge_degree,c_charge_desc,juv_fel_count,juv_misd_count,decile_score,score_text,two_year_recid,high_risk,sex_binary,is_african_american,charge_degree_binary
5194,Male,44,25 - 45,Caucasian,0,M,Assault,0,0,2,Low,0,0,1,0,0
6062,Male,37,25 - 45,African-American,3,F,Theft,0,0,4,Low,1,0,1,1,1
6138,Male,48,Greater than 45,African-American,1,M,Burglary,0,0,10,High,0,1,1,1,0
6065,Female,41,25 - 45,African-American,0,F,Assault,0,0,4,Low,0,0,0,1,1
3350,Male,43,25 - 45,Caucasian,1,M,Battery,0,0,5,Medium,1,0,1,0,0
161,Male,41,25 - 45,Caucasian,2,F,Battery,0,0,6,Medium,0,0,1,0,1
240,Male,42,25 - 45,African-American,0,F,Theft,0,0,5,Medium,1,0,1,1,1
1508,Male,26,25 - 45,African-American,0,M,Fraud,0,0,7,Medium,0,0,1,1,0
5227,Male,25,25 - 45,African-American,0,F,Battery,0,0,5,Medium,0,0,1,1,1
5547,Male,44,25 - 45,Caucasian,3,F,Battery,0,0,6,Medium,0,0,1,0,1
846,Male,42,25 - 45,Asian,0,M,Burglary,0,0,1,Low,0,0,1,0,0
1434,Male,37,25 - 45,African-American,0,F,Assault,0,0,4,Low,0,0,1,1,1
3246,Female,34,25 - 45,Caucasian,0,F,Drug Possession,0,0,3,Low,0,0,0,0,1
759,Male,33,25 - 45,Hispanic,2,M,Possession of Cannabis,0,0,10,High,0,1,1,0,0
3103,Male,58,Greater than 45,African-American,1,F,Theft,0,2,7,Medium,0,0,1,1,1
3344,Male,42,25 - 45,Caucasian,1,M,Burglary,0,0,2,Low,1,0,1,0,0
6200,Male,46,Greater than 45,Other,1,F,DUI,0,1,6,Medium,0,0,1,0,1
3436,Male,30,25 - 45,Caucasian,0,M,DUI,0,0,3,Low,0,0,1,0,0
5798,Male,35,25 - 45,Caucasian,1,F,Battery,0,3,2,Low,1,0,1,0,1
866,Male,50,Greater than 45,African-American,2,M,Robbery,0,3,7,Medium,1,0,1,1,0
5848,Male,18,Less than 25,African-American,3,M,Assault,0,0,7,Medium,1,0,1,1,0
3642,Male,22,Less than 25,Caucasian,0,F,Robbery,0,0,5,Medium,1,0,1,0,1
6445,Male,42,25 - 45,Other,0,M,Assault,0,0,8,High,0,1,1,0,0
616,Female,34,25 - 45,Hispanic,0,F,DUI,0,0,6,Medium,1,0,0,0,1
6656,Male,30,25 - 45,African-American,0,F,Burglary,0,2,3,Low,1,0,1,1,1
5905,Male,32,25 - 45,African-American,12,F,Theft,0,0,5,Medium,1,0,1,1,1
2210,Male,30,25 - 45,Caucasian,0,F,Burglary,0,0,1,Low,0,0,1,0,1
743,Male,25,25 - 45,Caucasian,1,F,Battery,0,2,1,Low,0,0,1,0,1
2987,Male,33,25 - 45,African-American,6,M,DUI,0,0,7,Medium,1,0,1,1,0
1100,Female,37,25 - 45,African-American,4,M,Assault,0,0,6,Medium,1,0,0,1,0
6884,Male,39,25 - 45,Caucasian,2,F,Battery,0,0,3,Low,1,0,1,0,1
484,Male,29,25 - 45,Caucasian,2,M,Theft,0,0,3,Low,1,0,1,0,0
77,Male,18,Less than 25,African-American,1,F,Battery,0,0,9,High,1,1,1,1,1
1075,Male,48,Greater than 45,African-American,6,M,Theft,0,0,6,Medium,1,0,1,1,0
1736,Male,47,Greater than 45,African-American,1,M,Battery,0,0,5,Medium,0,0,1,1,0
6548,Male,20,Less than 25,African-American,2,F,Battery,0,0,10,High,1,1,1,1,1
3983,Male,44,25 - 45,African-American,9,M,Assault,0,0,5,Medium,1,0,1,1,0
3847,Female,37,25 - 45,Caucasian,0,F,Theft,0,1,5,Medium,0,0,0,0,1
2665,Male,34,25 - 45,African-American,3,M,Assault,0,0,6,Medium,0,0,1,1,0
2147,Male,25,25 - 45,Other,4,M,Possession of Cannabis,0,0,3,Low,1,0,1,0,0
3495,Male,46,Greater than 45,African-American,1,F,Assault,4,0,5,Medium,0,0,1,1,1
4292,Male,48,Greater than 45,Caucasian,0,F,Theft,0,0,2,Low,0,0,1,0,1
3649,Male,26,25 - 45,Caucasian,6,F,Assault,0,0,5,Medium,0,0,1,0,1
559,Male,45,Greater than 45,Other,0,M,Drug Possession,0,0,7,Medium,0,0,1,0,0
6599,Male,26,25 - 45,African-American,2,F,Battery,0,3,6,Medium,0,0,1,1,1
5907,Male,30,25 - 45,Caucasian,1,M,Drug Possession,0,0,7,Medium,1,0,1,0,0
3688,Male,40,25 - 45,Caucasian,4,F,Assault,0,0,4,Low,1,0,1,0,1
2163,Male,54,Greater than 45,Caucasian,0,F,Robbery,0,0,1,Low,0,0,1,0,1
6021,Male,26,25 - 45,Caucasian,0,F,Battery,0,0,4,Low,1,0,1,0,1
1449,Female,31,25 - 45,African-American,3,F,DUI,0,0,10,High,1,1,0,1,1
5752,Male,24,Less than 25,African-American,0,F,Possession of Cannabis,0,0,10,High,0,1,1,1,1
5057,Male,28,25 - 45,African-American,2,F,Fraud,0,3,8,High,0,1,1,1,1
6647,Male,36,25 - 45,African-American,2,F,Theft,0,0,6,Medium,1,0,1,1,1
5203,Male,41,25 - 45,African-American,3,F,Theft,0,0,6,Medium,1,0,1,1,1
6773,Male,20,Less than 25,Caucasian,2,M,Battery,0,1,6,Medium,0,0,1,0,0
5885,Male,32,25 - 45,Caucasian,0,F,Battery,0,0,5,Medium,0,0,1,0,1
6432,Male,46,Greater than 45,Caucasian,1,F,Drug Possession,0,0,5,Medium,1,0,1,0,1
6787,Male,24,Less than 25,Caucasian,1,F,Burglary,0,0,3,Low,0,0,1,0,1
1146,Male,37,25 - 45,African-American,0,F,Theft,0,0,6,Medium,0,0,1,1,1
6792,Male,38,25 - 45,Caucasian,0,F,Robbery,2,0,3,Low,1,0,1,0,1
4324,Female,51,Greater than 45,Caucasian,3,M,Assault,0,0,4,Low,1,0,0,0,0
4067,Male,50,Greater than 45,Caucasian,1,F,Theft,0,0,2,Low,1,0,1,0,1
7020,Male,22,Less than 25,African-American,3,M,Battery,0,0,9,High,1,1,1,1,0
5087,Male,28,25 - 45,African-American,1,F,Battery,0,0,7,Medium,0,0,1,1,1
4593,Male,42,25 - 45,Caucasian,2,M,Battery,0,0,6,Medium,0,0,1,0,0
5376,Male,30,25 - 45,African-American,6,M,Battery,1,0,6,Medium,0,0,1,1,0
2775,Male,44,25 - 45,African-American,3,F,Burglary,0,0,4,Low,0,0,1,1,1
3229,Male,25,25 - 45,African-American,7,F,Possession of Cannabis,0,0,3,Low,0,0,1,1,1
6957,Male,42,25 - 45,Caucasian,2,F,Battery,0,0,2,Low,0,0,1,0,1
4421,Male,33,25 - 45,Other,0,M,Assault,0,0,6,Medium,1,0,1,0,0
5854,Male,38,25 - 45,African-American,3,F,Robbery,0,3,5,Medium,0,0,1,1,1
6034,Male,28,25 - 45,Caucasian,0,F,DUI,0,0,5,Medium,1,0,1,0,1
215,Male,25,25 - 45,Other,2,F,Battery,0,0,6,Medium,0,0,1,0,1
6670,Male,57,Greater than 45,African-American,0,M,Theft,0,0,7,Medium,0,0,1,1,0
3381,Female,20,Less than 25,African-American,1,M,Burglary,0,3,4,Low,1,0,0,1,0
1346,Male,36,25 - 45,African-American,0,M,Battery,0,0,1,Low,1,0,1,1,0
4581,Male,32,25 - 45,Caucasian,1,F,Battery,3,0,8,High,0,1,1,0,1
3078,Male,18,Less than 25,Caucasian,1,F,Burglary,0,0,8,High,1,1,1,0,1
350,Male,40,25 - 45,Caucasian,1,M,Assault,0,0,5,Medium,0,0,1,0,0
6289,Male,38,25 - 45,Other,3,F,Battery,0,0,1,Low,1,0,1,0,1
2491,Male,39,25 - 45,African-American,0,M,Battery,0,0,6,Medium,1,0,1,1,0
3195,Male,55,Greater than 45,African-American,0,F,Burglary,3,0,10,High,1,1,1,1,1
6324,Male,32,25 - 45,Caucasian,0,M,Battery,0,0,4,Low,0,0,1,0,0
4811,Male,18,Less than 25,Hispanic,1,F,Possession of Cannabis,0,0,5,Medium,1,0,1,0,1
6980,Female,60,Greater than 45,African-American,2,M,Battery,0,0,6,Medium,1,0,0,1,0
4161,Male,50,Greater than 45,Hispanic,0,F,Assault,0,0,6,Medium,0,0,1,0,1
2611,Male,24,Less than 25,Caucasian,1,F,Battery,0,0,5,Medium,0,0,1,0,1
4807,Male,18,Less than 25,Caucasian,0,F,Burglary,0,0,8,High,1,1,1,0,1
5700,Male,32,25 - 45,African-American,0,F,Possession of Cannabis,0,0,6,Medium,1,0,1,1,1
845,Male,39,25 - 45,Caucasian,0,F,Battery,2,0,7,Medium,1,0,1,0,1
2382,Male,36,25 - 45,Caucasian,0,M,Assault,0,0,7,Medium,0,0,1,0,0
5471,Male,43,25 - 45,Caucasian,0,M,Drug Possession,3,0,6,Medium,1,0,1,0,0
4278,Male,41,25 - 45,African-American,3,F,Burglary,0,0,8,High,0,1,1,1,1
4036,Male,32,25 - 45,African-American,0,F,Burglary,0,0,10,High,1,1,1,1,1
2737,Male,18,Less than 25,Caucasian,0,M,Burglary,0,0,8,High,1,1,1,0,0
500,Male,41,25 - 45,Caucasian,0,F,Burglary,0,0,1,Low,0,0,1,0,1
4428,Male,37,25 - 45,African-American,2,M,Battery,0,0,9,High,0,1,1,1,0
1134,Male,28,25 - 45,Other,0,F,Assault,0,0,6,Medium,1,0,1,0,1
553,Female,20,Less than 25,African-American,6,F,Theft,0,0,7,Medium,0,0,0,1,1
6197,Male,30,25 - 45,African-American,2,F,Battery,0,2,4,Low,1,0,1,1,1
6510,Male,20,Less than 25,African-American,0,F,Assault,0,0,8,High,0,1,1,1,1
4591,Female,27,25 - 45,Caucasian,1,M,Battery,0,0,2,Low,1,0,0,0,0
4772,Female,28,25 - 45,Caucasian,1,F,Possession of Cannabis,0,0,2,Low,0,0,0,0,1
6285,Male,34,25 - 45,African-American,1,M,Drug Possession,0,0,5,Medium,0,0,1,1,0
6881,Male,43,25 - 45,Caucasian,2,F,Battery,0,1,3,Low,1,0,1,0,1
3913,Male,36,25 - 45,Hispanic,5,F,Theft,0,0,8,High,1,1,1,0,1
2123,Male,20,Less than 25,African-American,1,M,Robbery,0,0,5,Medium,0,0,1,1,0
455,Male,34,25 - 45,Caucasian,1,F,Burglary,0,0,3,Low,0,0,1,0,1
420,Male,31,25 - 45,Caucasian,4,F,Possession of Cannabis,0,0,6,Medium,1,0,1,0,1
1398,Male,28,25 - 45,Caucasian,2,F,Assault,0,0,2,Low,1,0,1,0,1
1393,Male,29,25 - 45,African-American,4,M,Theft,0,0,10,High,0,1,1,1,0
6749,Male,35,25 - 45,Caucasian,0,F,Drug Possession,0,0,6,Medium,0,0,1,0,1
3091,Male,42,25 - 45,African-American,0,F,Possession of Cannabis,0,0,2,Low,1,0,1,1,1
4180,Male,42,25 - 45,African-American,0,M,Theft,0,0,8,High,0,1,1,1,0
2836,Male,30,25 - 45,Caucasian,4,F,Fraud,4,2,4,Low,1,0,1,0,1
2475,Male,41,25 - 45,African-American,5,F,Battery,0,2,10,High,1,1,1,1,1
2756,Female,32,25 - 45,African-American,0,F,Assault,0,0,6,Medium,1,0,0,1,1
2881,Female,30,25 - 45,Caucasian,2,M,Possession of Cannabis,0,0,2,Low,1,0,0,0,0
3049,Male,18,Less than 25,Caucasian,0,M,Battery,0,0,5,Medium,1,0,1,0,0
5824,Male,24,Less than 25,Caucasian,3,F,Burglary,0,0,3,Low,0,0,1,0,1
6571,Male,36,25 - 45,Caucasian,2,M,Battery,0,2,1,Low,1,0,1,0,0
2959,Male,25,25 - 45,Hispanic,2,F,Drug Possession,0,0,1,Low,0,0,1,0,1
345,Male,38,25 - 45,Hispanic,2,M,Burglary,0,0,3,Low,0,0,1,0,0
4419,Male,24,Less than 25,African-American,2,F,Battery,0,0,5,Medium,0,0,1,1,1
1294,Male,18,Less than 25,African-American,0,F,Battery,0,0,2,Low,0,0,1,1,1
5687,Male,27,25 - 45,African-American,0,F,Theft,0,0,5,Medium,0,0,1,1,1
3868,Male,32,25 - 45,African-American,3,F,Assault,0,0,10,High,1,1,1,1,1
2913,Male,33,25 - 45,Caucasian,1,F,Battery,0,0,3,Low,0,0,1,0,1
5449,Female,45,Greater than 45,Caucasian,1,F,Robbery,0,0,1,Low,1,0,0,0,1
5763,Male,26,25 - 45,African-American,0,M,Possession of Cannabis,0,0,2,Low,0,0,1,1,0
5756,Male,31,25 - 45,Other,2,F,Theft,0,1,6,Medium,0,0,1,0,1
2182,Male,26,25 - 45,African-American,1,F,DUI,0,0,1,Low,1,0,1,1,1
2353,Male,44,25 - 45,Caucasian,0,F,Possession of Cannabis,0,0,5,Medium,0,0,1,0,1
5220,Female,31,25 - 45,African-American,2,F,Possession of Cannabis,0,0,4,Low,0,0,0,1,1
6824,Male,27,25 - 45,African-American,1,M,Theft,0,0,1,Low,1,0,1,1,0
2112,Male,46,Greater than 45,African-American,0,M,Burglary,0,0,6,Medium,1,0,1,1,0
4380,Male,29,25 - 45,African-American,3,F,Drug Possession,0,0,10,High,0,1,1,1,1
5616,Male,31,25 - 45,African-American,6,M,Theft,0,1,8,High,1,1,1,1,0
1791,Male,70,Greater than 45,African-American,0,M,Possession of Cannabis,0,0,4,Low,1,0,1,1,0
1145,Male,41,25 - 45,African-American,8,F,Robbery,0,0,10,High,1,1,1,1,1
2113,Male,18,Less than 25,African-American,4,F,Battery,0,0,3,Low,1,0,1,1,1
2001,Male,38,25 - 45,Hispanic,2,M,Possession of Cannabis,0,0,9,High,0,1,1,0,0
1192,Male,59,Greater than 45,Caucasian,0,M,Burglary,0,0,1,Low,0,0,1,0,0
3170,Male,36,25 - 45,Caucasian,1,M,Theft,0,0,4,Low,1,0,1,0,0
2214,Male,47,Greater than 45,African-American,0,F,Assault,0,2,8,High,0,1,1,1,1
3092,Male,23,Less than 25,Caucasian,6,F,Battery,0,0,6,Medium,0,0,1,0,1
3740,Male,45,Greater than 45,Caucasian,2,M,Burglary,0,0,7,Medium,1,0,1,0,0
5149,Male,38,25 - 45,Caucasian,1,F,Battery,0,0,1,Low,0,0,1,0,1
3894,Male,49,Greater than 45,Caucasian,7,F,Theft,0,0,5,Medium,1,0,1,0,1
815,Male,21,Less than 25,Caucasian,5,F,Burglary,0,0,6,Medium,1,0,1,0,1
641,Male,26,25 - 45,Caucasian,3,F,Possession of Cannabis,0,0,9,High,0,1,1,0,1
5339,Male,33,25 - 45,Caucasian,2,M,Possession of Cannabis,0,0,4,Low,0,0,1,0,0
5681,Male,18,Less than 25,Caucasian,0,F,Burglary,0,0,7,Medium,1,0,1,0,1
3547,Male,32,25 - 45,African-American,0,M,Theft,3,0,6,Medium,0,0,1,1,0
2256,Male,39,25 - 45,African-American,2,M,Theft,0,0,6,Medium,0,0,1,1,0
5193,Male,39,25 - 45,Hispanic,1,M,Theft,0,0,2,Low,0,0,1,0,0
1978,Male,33,25 - 45,African-American,5,M,Robbery,0,0,5,Medium,1,0,1,1,0
3083,Female,22,Less than 25,African-American,0,M,Burglary,0,0,8,High,1,1,0,1,0
5356,Male,27,25 - 45,Caucasian,1,F,Robbery,0,0,1,Low,1,0,1,0,1
4545,Male,29,25 - 45,African-American,4,M,Possession of Cannabis,0,0,8,High,1,1,1,1,0
4099,Male,52,Greater than 45,Hispanic,2,F,Possession of Cannabis,0,0,6,Medium,1,0,1,0,1
3022,Male,30,25 - 45,Hispanic,0,F,Possession of Cannabis,0,0,5,Medium,1,0,1,0,1
3522,Male,24,Less than 25,Caucasian,2,M,Battery,0,0,9,High,0,1,1,0,0
803,Male,46,Greater than 45,Caucasian,1,F,Fraud,0,0,3,Low,0,0,1,0,1
4178,Male,18,Less than 25,African-American,0,F,Battery,2,0,6,Medium,0,0,1,1,1
851,Male,44,25 - 45,Caucasian,0,F,Assault,0,3,4,Low,0,0,1,0,1
3074,Male,20,Less than 25,Hispanic,5,M,Burglary,0,0,10,High,0,1,1,0,0
7186,Male,31,25 - 45,Caucasian,1,M,Burglary,0,0,6,Medium,0,0,1,0,0
3308,Male,38,25 - 45,Caucasian,0,F,Robbery,0,0,4,Low,0,0,1,0,1
3010,Male,43,25 - 45,African-American,1,M,Battery,0,0,1,Low,0,0,1,1,0
2691,Male,50,Greater than 45,Other,1,M,Burglary,0,0,1,Low,0,0,1,0,0
3148,Male,35,25 - 45,African-American,1,F,Assault,0,0,4,Low,0,0,1,1,1
1105,Male,42,25 - 45,African-American,4,F,Burglary,0,0,7,Medium,1,0,1,1,1
2596,Male,24,Less than 25,African-American,0,F,Assault,0,0,9,High,0,1,1,1,1
1483,Male,25,25 - 45,African-American,2,F,Drug Possession,0,2,7,Medium,0,0,1,1,1
4736,Male,41,25 - 45,African-American,1,M,Theft,0,3,5,Medium,0,0,1,1,0
4872,Female,23,Less than 25,Caucasian,0,F,Theft,0,0,4,Low,0,0,0,0,1
5437,Male,20,Less than 25,African-American,3,F,Battery,0,0,7,Medium,1,0,1,1,1
135,Male,38,25 - 45,African-American,1,F,Theft,0,0,6,Medium,0,0,1,1,1
2328,Male,54,Greater than 45,Hispanic,2,F,DUI,0,0,3,Low,1,0,1,0,1
2133,Female,25,25 - 45,African-American,0,M,Possession of Cannabis,0,0,3,Low,0,0,0,1,0
4492,Male,60,Greater than 45,African-American,3,F,Battery,0,0,6,Medium,0,0,1,1,1
509,Male,32,25 - 45,African-American,4,F,Possession of Cannabis,1,0,8,High,1,1,1,1,1
4521,Male,55,Greater than 45,African-American,2,F,Battery,0,0,8,High,1,1,1,1,1
1740,Male,35,25 - 45,African-American,1,F,Battery,0,0,8,High,1,1,1,1,1
1399,Male,45,Greater than 45,Hispanic,2,F,Battery,0,0,5,Medium,1,0,1,0,1
4968,Male,44,25 - 45,Caucasian,0,F,Burglary,0,0,7,Medium,1,0,1,0,1
5721,Male,29,25 - 45,Caucasian,0,F,Battery,0,0,7,Medium,1,0,1,0,1
1426,Male,31,25 - 45,Hispanic,0,F,Battery,0,0,1,Low,1,0,1,0,1
3004,Male,18,Less than 25,Other,1,F,Possession of Cannabis,0,0,7,Medium,1,0,1,0,1
1998,Male,38,25 - 45,African-American,0,M,Possession of Cannabis,0,0,1,Low,0,0,1,1,0
1569,Male,18,Less than 25,African-American,2,M,Robbery,0,0,6,Medium,0,0,1,1,0
1533,Male,18,Less than 25,African-American,0,M,Battery,0,0,5,Medium,0,0,1,1,0
4701,Male,37,25 - 45,African-American,0,M,DUI,0,0,8,High,0,1,1,1,0
6101,Male,23,Less than 25,Hispanic,2,F,Possession of Cannabis,0,0,4,Low,0,0,1,0,1
2519,Male,29,25 - 45,African-American,0,M,Battery,0,0,9,High,1,1,1,1,0
3597,Male,49,Greater than 45,African-American,1,M,Burglary,0,0,7,Medium,0,0,1,1,0
2771,Female,23,Less than 25,African-American,3,F,Fraud,0,0,5,Medium,1,0,0,1,1
4315,Male,29,25 - 45,Caucasian,2,M,Drug Possession,0,0,6,Medium,1,0,1,0,0
1841,Male,20,Less than 25,Hispanic,1,F,Possession of Cannabis,0,0,9,High,0,1,1,0,1
6474,Male,51,Greater than 45,African-American,0,F,Assault,0,0,9,High,0,1,1,1,1
388,Male,41,25 - 45,African-American,0,M,Robbery,0,0,7,Medium,0,0,1,1,0
7165,Male,43,25 - 45,Caucasian,2,F,Drug Possession,0,0,5,Medium,0,0,1,0,1
5972,Male,39,25 - 45,Native American,1,F,Battery,0,0,6,Medium,0,0,1,0,1
3286,Male,18,Less than 25,Caucasian,0,M,Theft,0,0,2,Low,0,0,1,0,0
6155,Male,32,25 - 45,Hispanic,2,F,Theft,0,0,3,Low,0,0,1,0,1
384,Male,33,25 - 45,African-American,3,M,Possession of Cannabis,0,0,5,Medium,1,0,1,1,0
344,Male,37,25 - 45,African-American,3,F,Assault,0,0,8,High,1,1,1,1,1
3873,Female,18,Less than 25,Caucasian,5,F,Battery,0,0,7,Medium,1,0,0,0,1
2673,Female,40,25 - 45,African-American,11,M,Battery,1,0,9,High,1,1,0,1,0
5718,Male,33,25 - 45,African-American,5,M,Drug Possession,0,0,5,Medium,0,0,1,1,0
4870,Male,18,Less than 25,African-American,0,F,Possession of Cannabis,0,0,8,High,1,1,1,1,1
6320,Male,39,25 - 45,African-American,0,M,Assault,0,0,9,High,0,1,1,1,0
6367,Male,37,25 - 45,Caucasian,1,M,Burglary,0,0,6,Medium,1,0,1,0,0
3323,Male,18,Less than 25,Hispanic,0,F,Burglary,0,0,9,High,1,1,1,0,1
6726,Female,57,Greater than 45,African-American,0,F,Battery,0,0,6,Medium,0,0,0,1,1
6717,Male,49,Greater than 45,African-American,5,F,Assault,0,0,5,Medium,1,0,1,1,1
6188,Male,22,Less than 25,Caucasian,1,F,Theft,0,0,6,Medium,1,0,1,0,1
1979,Male,20,Less than 25,Caucasian,0,F,Battery,0,0,8,High,1,1,1,0,1
361,Female,45,Greater than 45,African-American,0,M,Theft,0,0,3,Low,1,0,0,1,0
2445,Male,31,25 - 45,Other,0,M,Battery,0,0,4,Low,0,0,1,0,0
7108,Male,42,25 - 45,Caucasian,2,F,Burglary,0,0,7,Medium,1,0,1,0,1
5598,Male,18,Less than 25,Caucasian,0,M,Possession of Cannabis,0,0,5,Medium,0,0,1,0,0
3277,Male,44,25 - 45,African-American,0,M,Battery,0,0,4,Low,1,0,1,1,0
1919,Male,31,25 - 45,African-American,6,F,Fraud,0,0,7,Medium,0,0,1,1,1
5725,Male,37,25 - 45,African-American,1,F,Possession of Cannabis,0,0,9,High,0,1,1,1,1
1233,Male,26,25 - 45,Caucasian,1,M,Battery,0,2,6,Medium,0,0,1,0,0
5305,Male,35,25 - 45,African-American,3,F,Battery,0,0,10,High,1,1,1,1,1
6506,Male,44,25 - 45,Caucasian,0,M,Battery,0,0,1,Low,0,0,1,0,0
2706,Male,27,25 - 45,African-American,1,M,Possession of Cannabis,0,0,9,High,0,1,1,1,0
892,Male,29,25 - 45,Caucasian,2,F,Assault,4,0,2,Low,0,0,1,0,1
2632,Male,33,25 - 45,Caucasian,1,M,Battery,3,0,8,High,1,1,1,0,0
6150,Male,50,Greater than 45,Other,1,F,Battery,0,0,7,Medium,1,0,1,0,1
1296,Male,26,25 - 45,African-American,1,F,Burglary,4,0,6,Medium,1,0,1,1,1
6557,Male,31,25 - 45,Caucasian,0,M,Possession of Cannabis,0,0,3,Low,0,0,1,0,0
2287,Male,19,Less than 25,African-American,3,M,Battery,0,0,10,High,1,1,1,1,0
4992,Male,18,Less than 25,Caucasian,3,M,Possession of Cannabis,0,0,6,Medium,1,0,1,0,0
2740,Female,48,Greater than 45,African-American,0,F,Burglary,0,0,6,Medium,1,0,0,1,1
6902,Male,37,25 - 45,Caucasian,1,M,Theft,0,0,3,Low,0,0,1,0,0
188,Male,18,Less than 25,African-American,1,F,Assault,0,0,5,Medium,0,0,1,1,1
3034,Male,49,Greater than 45,Caucasian,0,F,Assault,0,0,3,Low,0,0,1,0,1
436,Female,40,25 - 45,Hispanic,2,M,Drug Possession,0,0,4,Low,0,0,0,0,0
6607,Male,31,25 - 45,Caucasian,1,F,Battery,0,0,1,Low,1,0,1,0,1
2720,Male,46,Greater than 45,Hispanic,1,F,Theft,0,0,3,Low,1,0,1,0,1
6051,Male,50,Greater than 45,African-American,0,F,Battery,0,0,5,Medium,1,0,1,1,1
7145,Male,42,25 - 45,African-American,2,M,Theft,0,0,6,Medium,0,0,1,1,0
2642,Male,37,25 - 45,Caucasian,1,F,Drug Possession,0,0,6,Medium,0,0,1,0,1
282,Male,28,25 - 45,Caucasian,6,F,Theft,0,0,5,Medium,1,0,1,0,1
1148,Male,44,25 - 45,Caucasian,3,F,Drug Possession,0,0,1,Low,0,0,1,0,1
3013,Male,44,25 - 45,Hispanic,0,F,Assault,0,0,3,Low,0,0,1,0,1
806,Male,28,25 - 45,African-American,6,M,Assault,0,0,5,Medium,0,0,1,1,0
1004,Male,41,25 - 45,African-American,3,M,Robbery,0,0,5,Medium,1,0,1,1,0
3124,Male,36,25 - 45,Caucasian,1,M,Burglary,0,0,6,Medium,1,0,1,0,0
4717,Male,68,Greater than 45,African-American,1,F,Burglary,0,0,6,Medium,0,0,1,1,1
6750,Male,28,25 - 45,African-American,1,M,Theft,0,1,10,High,1,1,1,1,0
3971,Male,48,Greater than 45,African-American,0,M,DUI,0,0,6,Medium,0,0,1,1,0
3407,Male,20,Less than 25,African-American,2,M,Drug Possession,0,0,6,Medium,1,0,1,1,0
5038,Male,42,25 - 45,Caucasian,0,F,Theft,0,0,3,Low,0,0,1,0,1
346,Male,45,Greater than 45,Other,0,M,Drug Possession,0,0,3,Low,0,0,1,0,0
82,Male,23,Less than 25,Caucasian,0,M,Theft,0,0,8,High,1,1,1,0,0
2228,Female,43,25 - 45,Caucasian,0,F,Theft,0,0,1,Low,1,0,0,0,1
3675,Male,55,Greater than 45,Caucasian,0,F,Theft,0,2,6,Medium,0,0,1,0,1
662,Male,22,Less than 25,Caucasian,1,F,Possession of Cannabis,0,0,4,Low,1,0,1,0,1
2606,Male,59,Greater than 45,African-American,1,F,Battery,0,0,4,Low,0,0,1,1,1
5237,Male,18,Less than 25,Hispanic,2,F,Assault,0,0,3,Low,1,0,1,0,1
2986,Male,47,Greater than 45,Caucasian,0,M,Theft,0,0,7,Medium,1,0,1,0,0
6897,Male,46,Greater than 45,Hispanic,0,M,Assault,0,0,5,Medium,1,0,1,0,0
6434,Male,50,Greater than 45,African-American,7,F,Possession of Cannabis,2,3,9,High,1,1,1,1,1
5985,Male,31,25 - 45,African-American,7,M,Battery,0,0,8,High,0,1,1,1,0
7139,Male,29,25 - 45,African-American,1,F,Assault,0,0,10,High,0,1,1,1,1
2942,Male,48,Greater than 45,Caucasian,1,F,Assault,0,0,1,Low,0,0,1,0,1
4898,Female,38,25 - 45,Hispanic,0,F,Robbery,0,0,5,Medium,1,0,0,0,1
5295,Male,40,25 - 45,African-American,1,M,Assault,0,1,4,Low,0,0,1,1,0
2984,Male,34,25 - 45,African-American,1,F,Theft,1,0,4,Low,1,0,1,1,1
2890,Male,31,25 - 45,Caucasian,0,F,Theft,0,0,7,Medium,1,0,1,0,1
238,Male,37,25 - 45,African-American,0,F,Possession of Cannabis,0,0,7,Medium,0,0,1,1,1
3253,Male,41,25 - 45,African-American,1,F,Theft,0,0,7,Medium,1,0,1,1,1
4402,Male,24,Less than 25,Caucasian,0,F,Battery,0,0,4,Low,0,0,1,0,1
44,Male,31,25 - 45,African-American,5,M,Battery,0,0,10,High,0,1,1,1,0
1868,Male,42,25 - 45,Caucasian,0,M,Theft,0,0,5,Medium,0,0,1,0,0
38,Male,58,Greater than 45,African-American,13,M,Theft,0,0,8,High,1,1,1,1,0
1166,Male,42,25 - 45,Caucasian,1,M,Theft,0,0,5,Medium,0,0,1,0,0
6105,Male,19,Less than 25,Caucasian,1,M,Battery,0,0,6,Medium,1,0,1,0,0
127,Male,20,Less than 25,Caucasian,0,F,Battery,0,0,8,High,1,1,1,0,1
922,Female,29,25 - 45,African-American,0,M,Battery,0,0,6,Medium,0,0,0,1,0
5520,Male,56,Greater than 45,African-American,1,M,Battery,0,0,4,Low,0,0,1,1,0
4908,Male,26,25 - 45,Caucasian,2,F,Battery,0,0,1,Low,1,0,1,0,1
3086,Male,44,25 - 45,African-American,1,F,Battery,0,0,6,Medium,0,0,1,1,1
5673,Male,26,25 - 45,African-American,4,F,Possession of Cannabis,0,0,8,High,0,1,1,1,1
5273,Male,45,Greater than 45,Caucasian,0,F,Theft,0,0,7,Medium,1,0,1,0,1
6755,Male,38,25 - 45,Other,0,F,Theft,0,0,8,High,0,1,1,0,1
6078,Male,39,25 - 45,African-American,0,F,Robbery,0,0,8,High,1,1,1,1,1
5286,Male,53,Greater than 45,Hispanic,0,M,Assault,0,0,1,Low,0,0,1,0,0
