loan_type,loan_purpose,loan_amount_000s,action_taken,action_taken_name,applicant_sex,applicant_race_1,applicant_income_000s,debt_to_income_ratio,combined_loan_to_value,census_tract_minority_pct,sex_binary,race_white,race_black,race_hispanic,hoepa_binary,loan_type_code,loan_purpose_code,approved
Conventional,Home purchase,248.5,1,Loan originated,Female,White,76.0,11.5,80.0,4.5,0,1,0,0,0,0,0,1
Conventional,Refinancing,482.0,1,Loan originated,Female,White,112.1,37.4,82.5,21.7,0,1,0,0,0,0,1,1
Conventional,Home purchase,232.4,1,Loan originated,Female,White,66.1,21.0,105.0,8.2,0,1,0,0,0,0,0,1
Conventional,Refinancing,154.4,3,Application denied,Female,Black or African American,54.7,40.8,78.2,60.5,0,0,1,0,0,0,1,0
Conventional,Refinancing,122.2,1,Loan originated,Male,Hispanic or Latino,35.6,39.0,59.9,72.5,1,0,0,1,0,0,1,1
Conventional,Refinancing,226.6,3,Application denied,Male,Hispanic or Latino,63.7,40.4,60.6,87.4,1,0,0,1,0,0,1,0
Conventional,Home purchase,226.0,1,Loan originated,Male,Black or African American,88.2,43.8,63.0,84.5,1,0,1,0,0,0,0,1
FHA-insured,Home purchase,286.8,1,Loan originated,Female,White,67.2,58.5,85.4,33.2,0,1,0,0,0,1,0,1
Conventional,Home purchase,337.6,1,Loan originated,Female,White,77.9,44.3,67.8,9.9,0,1,0,0,0,0,0,1
Conventional,Refinancing,294.7,1,Loan originated,Male,White,95.0,31.3,76.7,2.0,1,1,0,0,0,0,1,1
Conventional,Refinancing,344.1,1,Loan originated,Female,White,97.2,33.4,105.0,8.9,0,1,0,0,0,0,1,1
FHA-insured,Cash-out refinancing,295.3,1,Loan originated,Male,American Indian or Alaska Native,83.3,25.1,56.9,10.5,1,0,0,0,0,1,3,1
VA-guaranteed,Refinancing,327.8,1,Loan originated,Female,White,96.0,33.5,83.1,80.1,0,1,0,0,0,2,1,1
Conventional,Home purchase,208.6,1,Loan originated,Male,Black or African American,46.5,45.0,95.5,49.3,1,0,1,0,0,0,0,1
Conventional,Home purchase,416.1,3,Application denied,Male,White,119.5,23.4,54.8,48.4,1,1,0,0,0,0,0,0
Conventional,Refinancing,307.6,1,Loan originated,Female,White,93.3,35.4,83.0,22.6,0,1,0,0,0,0,1,1
Conventional,Refinancing,397.2,1,Loan originated,Male,White,91.6,39.1,74.2,28.2,1,1,0,0,0,0,1,1
FHA-insured,Refinancing,381.8,1,Loan originated,Female,White,85.3,34.3,65.5,40.3,0,1,0,0,0,1,1,1
Conventional,Home purchase,92.4,1,Loan originated,Male,Hispanic or Latino,33.0,16.1,76.6,86.7,1,0,0,1,0,0,0,1
Conventional,Home purchase,144.9,3,Application denied,Male,Native Hawaiian or Other Pacific Islander,35.3,50.8,64.9,50.4,1,0,0,0,0,0,0,0
Conventional,Home purchase,223.8,3,Application denied,Male,White,50.6,31.1,101.5,12.5,1,1,0,0,0,0,0,0
Conventional,Refinancing,240.4,3,Application denied,Female,Hispanic or Latino,78.7,46.7,62.0,65.1,0,0,0,1,0,0,1,0
Conventional,Home purchase,212.4,3,Application denied,Female,Hispanic or Latino,48.6,35.5,64.2,76.2,0,0,0,1,0,0,0,0
FHA-insured,Home purchase,392.6,1,Loan originated,Female,White,94.7,28.1,59.1,20.8,0,1,0,0,0,1,0,1
Conventional,Home purchase,199.8,1,Loan originated,Female,White,78.9,28.1,78.2,10.0,0,1,0,0,0,0,0,1
FHA-insured,Home purchase,276.0,1,Loan originated,Female,White,75.4,37.1,81.1,43.5,0,1,0,0,0,1,0,1
Conventional,Cash-out refinancing,534.4,1,Loan originated,Male,White,136.6,23.8,77.9,9.5,1,1,0,0,0,0,3,1
Conventional,Home purchase,50.6,1,Loan originated,Male,Black or African American,19.8,38.0,84.2,60.7,1,0,1,0,0,0,0,1
FHA-insured,Refinancing,251.3,3,Application denied,Male,White,57.4,35.2,85.8,34.1,1,1,0,0,0,1,1,0
Conventional,Home purchase,230.9,1,Loan originated,Male,White,74.2,34.0,74.8,21.8,1,1,0,0,0,0,0,1
Conventional,Refinancing,343.7,1,Loan originated,Male,White,109.9,15.1,48.2,14.7,1,1,0,0,0,0,1,1
Conventional,Home purchase,257.6,1,Loan originated,Male,White,86.6,30.7,84.5,26.1,1,1,0,0,0,0,0,1
Conventional,Cash-out refinancing,225.6,1,Loan originated,Male,Black or African American,81.3,28.7,58.2,96.3,1,0,1,0,0,0,3,1
Conventional,Home purchase,169.0,1,Loan originated,Male,White,48.5,26.4,72.1,18.5,1,1,0,0,0,0,0,1
Conventional,Refinancing,226.8,1,Loan originated,Male,White,74.9,37.7,90.9,21.7,1,1,0,0,0,0,1,1
Conventional,Home purchase,159.9,3,Application denied,Female,Hispanic or Latino,54.1,42.2,69.7,88.2,0,0,0,1,0,0,0,0
Conventional,Home purchase,322.9,1,Loan originated,Male,Hispanic or Latino,95.9,52.8,85.2,91.2,1,0,0,1,0,0,0,1
Conventional,Home purchase,383.4,3,Application denied,Female,White,127.2,43.6,53.2,20.9,0,1,0,0,0,0,0,0
FSA/RHS-guaranteed,Home purchase,345.4,1,Loan originated,Female,Black or African American,82.8,34.4,75.7,67.7,0,0,1,0,0,3,0,1
Conventional,Refinancing,273.7,1,Loan originated,Male,White,74.8,25.3,70.5,50.9,1,1,0,0,0,0,1,1
Conventional,Home purchase,241.1,3,Application denied,Male,Hispanic or Latino,62.3,35.4,74.2,53.8,1,0,0,1,0,0,0,0
Conventional,Home purchase,110.2,3,Application denied,Male,Black or African American,33.0,35.9,105.0,69.3,1,0,1,0,0,0,0,0
FHA-insured,Home purchase,222.7,1,Loan originated,Female,Hispanic or Latino,55.0,50.4,57.7,76.1,0,0,0,1,0,1,0,1
FHA-insured,Home purchase,466.8,3,Application denied,Male,White,106.6,43.5,69.2,3.6,1,1,0,0,0,1,0,0
Conventional,Home purchase,416.8,1,Loan originated,Male,Black or African American,95.3,46.0,80.0,69.6,1,0,1,0,0,0,0,1
VA-guaranteed,Home improvement,202.8,1,Loan originated,Male,White,59.7,30.6,57.4,27.8,1,1,0,0,0,2,2,1
Conventional,Home purchase,324.5,1,Loan originated,Female,White,105.8,41.4,71.8,30.0,0,1,0,0,0,0,0,1
Conventional,Home improvement,496.1,1,Loan originated,Male,White,128.3,29.7,83.4,25.0,1,1,0,0,0,0,2,1
Conventional,Home purchase,199.3,1,Loan originated,Female,Black or African American,73.7,49.4,86.4,87.3,0,0,1,0,0,0,0,1
FHA-insured,Home purchase,165.5,1,Loan originated,Male,Hispanic or Latino,60.5,36.9,87.3,93.1,1,0,0,1,0,1,0,1
Conventional,Refinancing,247.9,1,Loan originated,Female,Hispanic or Latino,90.6,43.3,72.6,66.6,0,0,0,1,0,0,1,1
Conventional,Home purchase,260.2,1,Loan originated,Male,White,68.2,32.9,80.7,33.6,1,1,0,0,0,0,0,1
FHA-insured,Home purchase,173.0,1,Loan originated,Male,Black or African American,40.0,42.1,88.9,74.2,1,0,1,0,0,1,0,1
Conventional,Home purchase,383.0,1,Loan originated,Female,White,109.7,28.5,86.3,42.1,0,1,0,0,0,0,0,1
Conventional,Home improvement,272.2,3,Application denied,Male,White,83.4,26.4,97.3,17.7,1,1,0,0,0,0,2,0
Conventional,Home purchase,246.7,1,Loan originated,Male,Asian,77.3,50.8,105.0,28.7,1,0,0,0,0,0,0,1
Conventional,Refinancing,402.7,1,Loan originated,Male,White,124.1,35.4,70.2,49.0,1,1,0,0,0,0,1,1
FSA/RHS-guaranteed,Refinancing,434.4,1,Loan originated,Male,Asian,104.0,41.5,43.6,22.4,1,0,0,0,0,3,1,1
FHA-insured,Refinancing,303.6,1,Loan originated,Male,White,110.4,31.7,49.4,14.7,1,1,0,0,0,1,1,1
FHA-insured,Home purchase,385.1,1,Loan originated,Male,White,102.0,20.2,48.8,22.8,1,1,0,0,0,1,0,1
FHA-insured,Refinancing,256.5,1,Loan originated,Female,White,81.6,37.1,83.5,30.0,0,1,0,0,0,1,1,1
Conventional,Refinancing,342.1,3,Application denied,Female,Asian,101.2,42.5,81.2,33.0,0,0,0,0,0,0,1,0
Conventional,Home purchase,248.4,1,Loan originated,Male,Black or African American,58.6,60.0,48.4,34.4,1,0,1,0,0,0,0,1
Conventional,Home purchase,149.1,3,Application denied,Female,White,39.7,34.1,105.0,16.9,0,1,0,0,0,0,0,0
VA-guaranteed,Refinancing,240.9,3,Application denied,Female,White,89.1,48.7,57.6,17.6,0,1,0,0,0,2,1,0
Conventional,Refinancing,261.3,1,Loan originated,Male,White,71.9,31.8,56.8,29.8,1,1,0,0,0,0,1,1
Conventional,Home improvement,221.1,1,Loan originated,Female,Hispanic or Latino,58.2,41.8,93.0,88.8,0,0,0,1,0,0,2,1
Conventional,Home purchase,334.0,1,Loan originated,Male,White,97.9,44.4,64.0,32.3,1,1,0,0,0,0,0,1
Conventional,Refinancing,439.6,1,Loan originated,Male,White,101.3,45.6,94.8,22.6,1,1,0,0,0,0,1,1
Conventional,Home purchase,324.6,3,Application denied,Male,White,82.2,44.7,55.3,42.1,1,1,0,0,0,0,0,0
FHA-insured,Home purchase,266.5,1,Loan originated,Male,White,103.0,25.5,61.4,17.0,1,1,0,0,0,1,0,1
Conventional,Home purchase,287.1,1,Loan originated,Female,White,78.2,34.8,67.5,63.5,0,1,0,0,0,0,0,1
FHA-insured,Refinancing,450.0,1,Loan originated,Female,Asian,114.6,21.5,78.4,15.2,0,0,0,0,0,1,1,1
VA-guaranteed,Home purchase,632.9,1,Loan originated,Male,White,150.7,23.9,69.7,16.9,1,1,0,0,0,2,0,1
Conventional,Home purchase,198.1,1,Loan originated,Female,White,72.0,28.9,61.5,36.6,0,1,0,0,0,0,0,1
FSA/RHS-guaranteed,Cash-out refinancing,290.5,1,Loan originated,Female,Black or African American,81.9,41.5,104.7,87.0,0,0,1,0,0,3,3,1
FHA-insured,Refinancing,487.0,1,Loan originated,Female,White,119.0,20.4,77.6,31.4,0,1,0,0,0,1,1,1
Conventional,Home purchase,326.9,1,Loan originated,Female,Asian,99.0,17.4,65.1,31.1,0,0,0,0,0,0,0,1
Conventional,Home purchase,191.7,3,Application denied,Male,White,75.3,32.6,94.3,45.0,1,1,0,0,0,0,0,0
Conventional,Home improvement,228.5,1,Loan originated,Female,White,91.0,37.5,64.2,30.4,0,1,0,0,0,0,2,1
Conventional,Refinancing,155.3,1,Loan originated,Female,Black or African American,45.4,28.2,73.2,81.2,0,0,1,0,0,0,1,1
FHA-insured,Refinancing,319.9,1,Loan originated,Male,White,117.2,49.6,87.0,5.4,1,1,0,0,0,1,1,1
Conventional,Home purchase,426.3,1,Loan originated,Female,White,96.8,28.8,102.9,39.4,0,1,0,0,0,0,0,1
Conventional,Cash-out refinancing,349.2,1,Loan originated,Male,White,104.5,29.2,48.9,19.8,1,1,0,0,0,0,3,1
Conventional,Refinancing,208.4,1,Loan originated,Male,White,59.4,30.1,38.2,23.0,1,1,0,0,0,0,1,1
Conventional,Home purchase,305.5,1,Loan originated,Male,Hispanic or Latino,113.5,48.6,80.1,79.1,1,0,0,1,0,0,0,1
FHA-insured,Home purchase,320.9,3,Application denied,Male,Black or African American,83.3,56.7,69.2,83.1,1,0,1,0,0,1,0,0
Conventional,Home purchase,205.0,3,Application denied,Male,White,64.8,40.2,69.0,48.1,1,1,0,0,0,0,0,0
Conventional,Refinancing,235.1,3,Application denied,Male,White,84.9,35.2,69.3,37.6,1,1,0,0,0,0,1,0
VA-guaranteed,Home purchase,272.2,1,Loan originated,Male,White,71.5,12.2,69.1,23.9,1,1,0,0,0,2,0,1
FHA-insured,Home purchase,283.1,1,Loan originated,Male,White,91.0,33.9,85.2,3.3,1,1,0,0,0,1,0,1
Conventional,Home improvement,252.3,1,Loan originated,Male,White,70.4,52.1,82.2,21.8,1,1,0,0,0,0,2,1
Conventional,Home purchase,197.0,3,Application denied,Male,Hispanic or Latino,58.1,29.0,98.6,52.4,1,0,0,1,0,0,0,0
VA-guaranteed,Cash-out refinancing,548.8,3,Application denied,Female,Black or African American,123.5,34.1,64.4,82.9,0,0,1,0,0,2,3,0
Conventional,Home purchase,224.5,1,Loan originated,Female,White,79.7,37.7,92.4,34.9,0,1,0,0,0,0,0,1
FHA-insured,Home purchase,320.1,1,Loan originated,Male,White,86.1,36.2,84.7,15.7,1,1,0,0,0,1,0,1
Conventional,Home purchase,207.9,1,Loan originated,Male,White,78.8,54.6,86.8,10.3,1,1,0,0,0,0,0,1
Conventional,Home purchase,333.2,1,Loan originated,Male,Hispanic or Latino,99.4,47.0,83.2,72.7,1,0,0,1,0,0,0,1
FHA-insured,Home purchase,247.2,1,Loan originated,Male,White,96.2,33.2,66.4,43.7,1,1,0,0,0,1,0,1
Conventional,Cash-out refinancing,401.8,3,Application denied,Male,Hispanic or Latino,92.4,47.4,89.4,69.3,1,0,0,1,0,0,3,0
Conventional,Refinancing,179.1,1,Loan originated,Female,Black or African American,64.9,30.2,55.0,55.0,0,0,1,0,0,0,1,1
VA-guaranteed,Home purchase,354.3,3,Application denied,Male,Hispanic or Latino,83.4,42.6,73.9,95.4,1,0,0,1,0,2,0,0
FHA-insured,Refinancing,249.0,3,Application denied,Male,White,93.3,37.0,105.0,40.8,1,1,0,0,0,1,1,0
FHA-insured,Refinancing,210.3,1,Loan originated,Male,Black or African American,81.5,34.0,53.4,81.9,1,0,1,0,0,1,1,1
Conventional,Home purchase,134.4,1,Loan originated,Female,White,43.4,40.0,84.5,8.2,0,1,0,0,0,0,0,1
FHA-insured,Home purchase,351.2,1,Loan originated,Male,White,81.0,36.6,61.8,11.0,1,1,0,0,0,1,0,1
Conventional,Refinancing,223.0,1,Loan originated,Female,White,69.7,25.5,61.9,89.9,0,1,0,0,0,0,1,1
Conventional,Refinancing,133.9,3,Application denied,Male,White,50.2,31.7,45.1,25.0,1,1,0,0,0,0,1,0
Conventional,Home purchase,369.3,1,Loan originated,Female,White,83.1,35.3,62.3,65.3,0,1,0,0,0,0,0,1
VA-guaranteed,Home improvement,332.8,3,Application denied,Male,Hispanic or Latino,84.7,40.1,42.3,87.2,1,0,0,1,0,2,2,0
VA-guaranteed,Home purchase,251.9,1,Loan originated,Female,White,88.4,46.3,53.8,32.7,0,1,0,0,0,2,0,1
Conventional,Home purchase,420.0,3,Application denied,Male,Asian,129.3,29.7,55.3,57.6,1,0,0,0,0,0,0,0
Conventional,Home purchase,289.5,1,Loan originated,Female,White,96.4,10.0,83.1,35.4,0,1,0,0,0,0,0,1
Conventional,Refinancing,306.4,1,Loan originated,Male,White,108.3,35.2,89.7,23.7,1,1,0,0,0,0,1,1
Conventional,Home purchase,99.4,3,Application denied,Male,Black or African American,24.0,35.3,45.7,87.3,1,0,1,0,0,0,0,0
Conventional,Home improvement,184.4,3,Application denied,Female,White,63.9,41.1,96.1,42.3,0,1,0,0,0,0,2,0
Conventional,Home purchase,212.6,1,Loan originated,Male,White,70.6,47.5,100.3,27.9,1,1,0,0,0,0,0,1
FHA-insured,Home purchase,370.1,1,Loan originated,Female,American Indian or Alaska Native,107.7,37.8,60.9,30.1,0,0,0,0,0,1,0,1
Conventional,Cash-out refinancing,449.3,1,Loan originated,Male,Black or African American,112.4,34.9,82.8,78.3,1,0,1,0,0,0,3,1
Conventional,Home purchase,336.1,1,Loan originated,Male,White,109.9,39.3,71.1,7.2,1,1,0,0,0,0,0,1
VA-guaranteed,Home purchase,375.0,1,Loan originated,Female,White,101.3,33.5,77.4,29.2,0,1,0,0,0,2,0,1
Conventional,Refinancing,604.2,1,Loan originated,Male,White,135.0,30.5,91.3,9.5,1,1,0,0,0,0,1,1
VA-guaranteed,Home purchase,531.9,1,Loan originated,Female,White,161.3,55.4,73.0,17.9,0,1,0,0,0,2,0,1
Conventional,Refinancing,503.7,3,Application denied,Female,White,113.6,24.7,56.7,28.3,0,1,0,0,0,0,1,0
Conventional,Home improvement,472.6,1,Loan originated,Female,White,180.7,35.2,79.5,73.9,0,1,0,0,0,0,2,1
Conventional,Home purchase,140.7,1,Loan originated,Male,Hispanic or Latino,48.3,47.4,59.2,74.6,1,0,0,1,0,0,0,1
Conventional,Home purchase,319.1,3,Application denied,Female,Hispanic or Latino,80.8,58.6,69.3,85.3,0,0,0,1,0,0,0,0
Conventional,Home purchase,412.0,1,Loan originated,Male,White,146.4,33.8,78.8,35.9,1,1,0,0,0,0,0,1
FSA/RHS-guaranteed,Home purchase,200.7,1,Loan originated,Female,White,61.1,44.0,104.1,52.9,0,1,0,0,0,3,0,1
FHA-insured,Home purchase,566.3,1,Loan originated,Female,White,145.5,32.7,69.1,36.7,0,1,0,0,0,1,0,1
VA-guaranteed,Home purchase,294.4,1,Loan originated,Male,White,87.7,25.5,98.2,10.2,1,1,0,0,0,2,0,1
Conventional,Home improvement,240.6,1,Loan originated,Male,White,61.7,32.9,53.5,24.1,1,1,0,0,0,0,2,1
Conventional,Refinancing,122.3,3,Application denied,Male,White,39.9,39.0,50.9,41.1,1,1,0,0,0,0,1,0
Conventional,Home improvement,267.6,1,Loan originated,Female,White,74.9,32.6,79.0,3.5,0,1,0,0,0,0,2,1
Conventional,Home purchase,258.4,3,Application denied,Female,White,102.9,32.2,105.0,7.3,0,1,0,0,0,0,0,0
VA-guaranteed,Home purchase,544.4,1,Loan originated,Male,White,129.7,40.0,66.1,21.3,1,1,0,0,0,2,0,1
FHA-insured,Home purchase,393.3,3,Application denied,Male,Black or African American,93.6,23.5,69.7,71.5,1,0,1,0,0,1,0,0
Conventional,Home purchase,320.8,3,Application denied,Female,Black or African American,76.8,59.9,84.6,86.5,0,0,1,0,0,0,0,0
Conventional,Home purchase,322.7,3,Application denied,Male,Black or African American,75.8,20.0,87.8,70.9,1,0,1,0,0,0,0,0
Conventional,Refinancing,150.4,3,Application denied,Female,White,49.5,38.8,72.9,15.5,0,1,0,0,0,0,1,0
Conventional,Home purchase,285.7,3,Application denied,Female,White,93.8,39.6,101.4,26.4,0,1,0,0,0,0,0,0
Conventional,Home purchase,285.7,1,Loan originated,Female,White,80.0,27.9,65.5,62.5,0,1,0,0,0,0,0,1
Conventional,Home purchase,509.8,1,Loan originated,Female,White,157.7,29.6,71.4,43.1,0,1,0,0,0,0,0,1
FHA-insured,Cash-out refinancing,270.7,1,Loan originated,Female,White,106.8,30.9,67.9,34.1,0,1,0,0,0,1,3,1
Conventional,Home purchase,293.1,3,Application denied,Male,White,115.6,51.6,65.0,1.3,1,1,0,0,0,0,0,0
FHA-insured,Refinancing,133.1,3,Application denied,Male,White,35.4,36.3,73.4,4.9,1,1,0,0,0,1,1,0
Conventional,Refinancing,172.2,1,Loan originated,Female,Hispanic or Latino,47.6,40.3,57.0,60.9,0,0,0,1,0,0,1,1
Conventional,Home purchase,318.7,1,Loan originated,Male,White,73.2,36.5,48.9,13.6,1,1,0,0,0,0,0,1
Conventional,Cash-out refinancing,333.9,1,Loan originated,Male,White,104.1,31.4,70.8,15.0,1,1,0,0,0,0,3,1
Conventional,Home purchase,420.6,1,Loan originated,Male,Hispanic or Latino,118.1,56.0,58.4,52.8,1,0,0,1,0,0,0,1
Conventional,Home purchase,479.7,1,Loan originated,Male,White,108.0,19.6,75.5,26.4,1,1,0,0,0,0,0,1
Conventional,Refinancing,361.5,1,Loan originated,Female,Hispanic or Latino,84.4,37.0,58.7,54.1,0,0,0,1,0,0,1,1
Conventional,Cash-out refinancing,199.5,1,Loan originated,Male,Black or African American,62.6,54.1,81.5,76.3,1,0,1,0,0,0,3,1
VA-guaranteed,Home purchase,142.9,1,Loan originated,Female,Hispanic or Latino,39.7,38.1,83.3,81.3,0,0,0,1,0,2,0,1
Conventional,Home purchase,440.3,1,Loan originated,Male,White,138.3,29.5,102.9,38.9,1,1,0,0,0,0,0,1
Conventional,Home improvement,322.5,1,Loan originated,Male,White,87.9,41.8,72.4,10.1,1,1,0,0,0,0,2,1
Conventional,Home purchase,183.8,1,Loan originated,Female,White,48.5,35.3,92.8,19.4,0,1,0,0,0,0,0,1
FSA/RHS-guaranteed,Home improvement,374.4,1,Loan originated,Male,Asian,85.8,45.5,84.5,6.9,1,0,0,0,0,3,2,1
Conventional,Home purchase,167.4,3,Application denied,Male,White,65.8,62.7,102.3,55.4,1,1,0,0,0,0,0,0
Conventional,Home purchase,216.4,1,Loan originated,Male,White,58.6,42.7,74.6,17.6,1,1,0,0,0,0,0,1
Conventional,Home purchase,50.0,3,Application denied,Female,Hispanic or Latino,15.0,28.7,55.3,90.1,0,0,0,1,0,0,0,0
Conventional,Home purchase,392.4,1,Loan originated,Female,Black or African American,93.4,35.3,75.0,73.3,0,0,1,0,0,0,0,1
Conventional,Home purchase,392.7,1,Loan originated,Male,White,102.9,35.7,71.2,31.6,1,1,0,0,0,0,0,1
Conventional,Home purchase,245.8,1,Loan originated,Female,Black or African American,71.4,33.2,47.3,88.1,0,0,1,0,0,0,0,1
Conventional,Home purchase,289.1,3,Application denied,Male,Black or African American,89.1,58.0,72.2,57.7,1,0,1,0,0,0,0,0
VA-guaranteed,Home purchase,285.2,1,Loan originated,Male,Hispanic or Latino,101.1,48.5,73.3,74.9,1,0,0,1,0,2,0,1
FHA-insured,Refinancing,416.0,3,Application denied,Female,Black or African American,97.6,29.6,78.4,91.0,0,0,1,0,0,1,1,0
FHA-insured,Home purchase,295.0,3,Application denied,Male,White,69.8,45.3,84.8,26.9,1,1,0,0,0,1,0,0
Conventional,Refinancing,201.4,3,Application denied,Male,White,53.2,52.4,105.0,12.7,1,1,0,0,0,0,1,0
Conventional,Cash-out refinancing,494.5,3,Application denied,Female,White,136.5,30.7,91.3,32.3,0,1,0,0,0,0,3,0
Conventional,Home improvement,453.1,1,Loan originated,Male,White,105.6,21.7,87.8,23.8,1,1,0,0,0,0,2,1
Conventional,Refinancing,161.7,3,Application denied,Female,Asian,55.6,41.6,100.2,65.3,0,0,0,0,0,0,1,0
VA-guaranteed,Refinancing,251.9,1,Loan originated,Female,White,82.2,29.4,65.8,52.6,0,1,0,0,0,2,1,1
Conventional,Home purchase,366.9,3,Application denied,Male,Hispanic or Latino,111.9,46.9,54.0,69.7,1,0,0,1,0,0,0,0
Conventional,Home purchase,362.3,3,Application denied,Female,White,106.6,36.4,89.8,3.7,0,1,0,0,0,0,0,0
Conventional,Home purchase,289.0,1,Loan originated,Male,Black or African American,71.7,39.1,64.2,84.1,1,0,1,0,0,0,0,1
Conventional,Home purchase,266.1,3,Application denied,Male,Hispanic or Latino,94.8,40.0,82.2,84.6,1,0,0,1,0,0,0,0
Conventional,Refinancing,152.2,1,Loan originated,Male,American Indian or Alaska Native,60.4,34.2,54.0,67.3,1,0,0,0,0,0,1,1
Conventional,Refinancing,448.9,1,Loan originated,Female,White,121.6,31.2,78.9,27.3,0,1,0,0,0,0,1,1
Conventional,Home purchase,164.1,1,Loan originated,Male,White,60.7,33.9,76.0,13.3,1,1,0,0,0,0,0,1
Conventional,Cash-out refinancing,109.8,1,Loan originated,Female,Asian,27.1,33.8,104.0,60.4,0,0,0,0,0,0,3,1
FHA-insured,Home purchase,415.9,3,Application denied,Male,White,160.0,41.2,52.6,71.5,1,1,0,0,0,1,0,0
Conventional,Refinancing,304.8,1,Loan originated,Male,White,72.6,58.1,87.4,45.2,1,1,0,0,0,0,1,1
Conventional,Home purchase,82.0,3,Application denied,Female,White,26.8,28.9,75.3,6.2,0,1,0,0,0,0,0,0
Conventional,Refinancing,135.1,1,Loan originated,Male,Hispanic or Latino,35.7,21.5,51.9,80.4,1,0,0,1,0,0,1,1
Conventional,Home improvement,299.2,1,Loan originated,Male,White,70.6,58.0,80.6,19.7,1,1,0,0,0,0,2,1
Conventional,Home purchase,310.1,3,Application denied,Male,Hispanic or Latino,88.8,38.2,52.9,48.0,1,0,0,1,0,0,0,0
Conventional,Home improvement,124.5,3,Application denied,Male,White,36.3,36.9,97.7,35.7,1,1,0,0,0,0,2,0
Conventional,Home purchase,287.6,1,Loan originated,Male,White,113.4,18.5,85.7,25.0,1,1,0,0,0,0,0,1
Conventional,Home purchase,319.7,1,Loan originated,Male,White,72.5,45.7,69.7,45.6,1,1,0,0,0,0,0,1
Conventional,Home purchase,196.3,1,Loan originated,Female,White,64.9,40.3,56.1,18.3,0,1,0,0,0,0,0,1
Conventional,Home purchase,228.7,1,Loan originated,Male,Black or African American,54.6,39.0,100.8,73.1,1,0,1,0,0,0,0,1
Conventional,Cash-out refinancing,115.3,1,Loan originated,Male,Black or African American,40.3,54.1,87.0,59.2,1,0,1,0,0,0,3,1
FHA-insured,Refinancing,281.6,1,Loan originated,Female,White,87.2,47.4,78.5,15.8,0,1,0,0,0,1,1,1
Conventional,Cash-out refinancing,159.3,1,Loan originated,Male,White,43.1,22.7,84.7,47.8,1,1,0,0,0,0,3,1
Conventional,Home purchase,244.3,1,Loan originated,Male,White,79.0,34.0,91.4,28.9,1,1,0,0,0,0,0,1
Conventional,Refinancing,170.5,1,Loan originated,Female,Hispanic or Latino,53.3,54.8,60.4,71.9,0,0,0,1,0,0,1,1
Conventional,Home purchase,126.1,1,Loan originated,Female,Black or African American,40.2,49.4,86.4,81.5,0,0,1,0,0,0,0,1
Conventional,Home purchase,464.3,1,Loan originated,Female,White,115.6,33.3,77.9,52.7,0,1,0,0,0,0,0,1
FHA-insured,Home improvement,448.5,1,Loan originated,Female,White,117.5,35.6,43.6,27.0,0,1,0,0,0,1,2,1
FHA-insured,Home purchase,181.9,1,Loan originated,Female,White,40.5,39.8,84.6,50.1,0,1,0,0,0,1,0,1
Conventional,Refinancing,93.3,1,Loan originated,Male,White,31.6,36.0,79.8,36.3,1,1,0,0,0,0,1,1
Conventional,Refinancing,144.6,3,Application denied,Female,Hispanic or Latino,42.9,50.6,95.1,92.7,0,0,0,1,0,0,1,0
FHA-insured,Home purchase,338.3,1,Loan originated,Male,White,113.9,41.7,72.1,3.1,1,1,0,0,0,1,0,1
Conventional,Refinancing,154.3,1,Loan originated,Male,Hispanic or Latino,42.4,34.9,75.2,85.6,1,0,0,1,0,0,1,1
Conventional,Home improvement,220.5,1,Loan originated,Male,White,76.6,29.0,96.2,10.0,1,1,0,0,0,0,2,1
Conventional,Home purchase,258.8,1,Loan originated,Male,White,80.7,23.4,58.9,41.6,1,1,0,0,0,0,0,1
FHA-insured,Home purchase,261.2,3,Application denied,Male,Black or African American,59.6,47.4,105.0,70.7,1,0,1,0,0,1,0,0
VA-guaranteed,Home purchase,155.4,3,Application denied,Male,Hispanic or Latino,38.3,25.0,52.9,39.1,1,0,0,1,0,2,0,0
Conventional,Home purchase,201.4,1,Loan originated,Female,White,74.0,34.3,78.1,27.8,0,1,0,0,0,0,0,1
FHA-insured,Refinancing,342.5,3,Application denied,Male,White,78.7,26.2,98.6,6.9,1,1,0,0,0,1,1,0
FHA-insured,Home improvement,294.6,1,Loan originated,Female,Hispanic or Latino,94.4,43.4,86.0,80.4,0,0,0,1,0,1,2,1
Conventional,Home purchase,122.2,1,Loan originated,Male,Black or African American,47.3,42.8,80.2,80.7,1,0,1,0,0,0,0,1
Conventional,Refinancing,164.1,1,Loan originated,Female,Hispanic or Latino,54.4,38.4,82.6,86.2,0,0,0,1,0,0,1,1
Conventional,Home purchase,377.3,1,Loan originated,Male,Asian,104.3,50.9,63.7,62.4,1,0,0,0,0,0,0,1
Conventional,Home purchase,250.4,1,Loan originated,Male,White,85.2,28.0,62.7,20.9,1,1,0,0,0,0,0,1
Conventional,Home purchase,344.0,1,Loan originated,Female,Black or African American,84.6,23.4,79.7,53.0,0,0,1,0,0,0,0,1
VA-guaranteed,Refinancing,140.6,1,Loan originated,Female,White,33.6,44.7,89.1,24.2,0,1,0,0,0,2,1,1
VA-guaranteed,Home purchase,55.1,1,Loan originated,Female,White,18.1,17.8,95.2,23.3,0,1,0,0,0,2,0,1
