age,education,education_num,occupation,marital_status,hours_per_week,race,sex,capital_gain_log,capital_loss_log,sex_binary,race_group,income_binary,income,is_married,workclass
43,Some-college,10,Craft-repair,Separated,34,Black,Male,0.0,0.0,1,Non-White,1,>50K,0,Private
18,Some-college,10,Prof-specialty,Divorced,39,White,Male,0.0,0.0,1,White,0,<=50K,0,Private
40,Some-college,10,Prof-specialty,Divorced,31,White,Male,0.0,0.0,1,White,0,<=50K,0,Private
37,12th,8,Machine-op-inspct,Never-married,18,White,Male,10.914324536132202,0.0,1,White,0,<=50K,0,Private
33,HS-grad,9,Prof-specialty,Married-civ-spouse,38,Black,Male,0.0,0.0,1,Non-White,1,>50K,1,Private
56,Assoc-acdm,12,Tech-support,Married-civ-spouse,38,White,Female,0.0,0.0,0,White,0,<=50K,1,Private
43,Prof-school,15,Exec-managerial,Never-married,26,White,Male,0.0,0.0,1,White,1,>50K,0,Private
40,HS-grad,9,Sales,Never-married,30,White,Female,10.896517078629172,0.0,0,White,0,<=50K,0,Private
18,Assoc-voc,11,Tech-support,Divorced,17,Black,Male,0.0,0.0,1,Non-White,0,<=50K,0,Self-emp-not-inc
56,Assoc-voc,11,Tech-support,Married-civ-spouse,39,Black,Female,0.0,0.0,0,Non-White,1,>50K,1,Private
44,Bachelors,13,Handlers-cleaners,Married-civ-spouse,38,White,Male,0.0,0.0,1,White,1,>50K,1,Private
22,Assoc-acdm,12,Farming-fishing,Never-married,43,White,Male,0.0,0.0,1,White,0,<=50K,0,Local-gov
40,HS-grad,9,Other-service,Never-married,37,White,Male,0.0,0.0,1,White,1,>50K,0,Private
24,HS-grad,9,Craft-repair,Never-married,25,White,Female,0.0,0.0,0,White,0,<=50K,0,Private
39,Some-college,10,Exec-managerial,Never-married,39,White,Female,0.0,0.0,0,White,0,<=50K,0,Private
42,HS-grad,9,Machine-op-inspct,Divorced,61,White,Male,0.0,0.0,1,White,0,<=50K,0,Self-emp-not-inc
52,Some-college,10,Sales,Married-AF-spouse,30,Black,Female,0.0,0.0,0,Non-White,0,<=50K,0,Private
39,HS-grad,9,Craft-repair,Married-civ-spouse,46,Black,Male,0.0,0.0,1,Non-White,1,>50K,1,Private
23,11th,7,Machine-op-inspct,Married-civ-spouse,36,White,Female,0.0,0.0,0,White,1,>50K,1,Private
62,Assoc-voc,11,Adm-clerical,Never-married,18,White,Male,0.0,0.0,1,White,1,>50K,0,Private
18,HS-grad,9,Exec-managerial,Married-civ-spouse,56,White,Male,0.0,8.037866234709618,1,White,0,<=50K,1,Self-emp-not-inc
34,Some-college,10,Exec-managerial,Married-civ-spouse,33,White,Male,0.0,0.0,1,White,0,<=50K,1,Local-gov
54,HS-grad,9,Transport-moving,Married-civ-spouse,24,White,Female,0.0,0.0,0,White,0,<=50K,1,Private
44,Assoc-acdm,12,Prof-specialty,Married-civ-spouse,46,Asian-Pac-Islander,Female,0.0,0.0,0,Non-White,0,<=50K,1,Private
34,HS-grad,9,Sales,Married-civ-spouse,38,White,Male,0.0,0.0,1,White,0,<=50K,1,Federal-gov
18,Bachelors,13,Adm-clerical,Divorced,44,White,Male,0.0,0.0,1,White,0,<=50K,0,Private
42,Prof-school,15,Handlers-cleaners,Married-civ-spouse,42,White,Male,11.219748322236468,0.0,1,White,0,<=50K,1,Local-gov
36,Assoc-voc,11,Other-service,Married-civ-spouse,34,White,Female,0.0,0.0,0,White,0,<=50K,1,Private
46,Some-college,10,Other-service,Married-civ-spouse,77,White,Female,11.002383134406262,0.0,0,White,1,>50K,1,Private
41,Some-college,10,Prof-specialty,Never-married,46,White,Male,0.0,8.357024439263416,1,White,0,<=50K,0,Private
44,Some-college,10,Handlers-cleaners,Divorced,35,White,Female,11.280249120621802,0.0,0,White,0,<=50K,0,Private
18,Some-college,10,Adm-clerical,Never-married,53,White,Male,0.0,0.0,1,White,0,<=50K,0,Private
28,HS-grad,9,Tech-support,Married-civ-spouse,48,White,Male,0.0,0.0,1,White,1,>50K,1,Private
27,Assoc-voc,11,Adm-clerical,Never-married,23,White,Male,0.0,0.0,1,White,0,<=50K,0,Private
33,Some-college,10,Machine-op-inspct,Married-civ-spouse,54,White,Male,11.27893580671522,0.0,1,White,1,>50K,1,Self-emp-not-inc
44,HS-grad,9,Prof-specialty,Separated,60,White,Male,0.0,0.0,1,White,1,>50K,0,Private
28,HS-grad,9,Craft-repair,Married-civ-spouse,40,Black,Male,0.0,0.0,1,Non-White,0,<=50K,1,Private
33,Assoc-acdm,12,Craft-repair,Never-married,27,Black,Female,0.0,0.0,0,Non-White,0,<=50K,0,Federal-gov
51,Assoc-acdm,12,Sales,Never-married,43,White,Male,0.0,8.002359546252707,1,White,0,<=50K,0,Local-gov
18,Prof-school,15,Other-service,Divorced,35,Black,Male,10.167696268802269,0.0,1,Non-White,0,<=50K,0,Self-emp-not-inc
26,Bachelors,13,Prof-specialty,Separated,52,White,Female,0.0,0.0,0,White,0,<=50K,0,Private
22,Prof-school,15,Craft-repair,Married-civ-spouse,24,White,Female,11.113909516256244,0.0,0,White,0,<=50K,1,Private
38,Some-college,10,Sales,Married-civ-spouse,55,White,Male,0.0,0.0,1,White,0,<=50K,1,Local-gov
39,HS-grad,9,Prof-specialty,Married-civ-spouse,48,White,Male,0.0,0.0,1,White,0,<=50K,1,Private
42,HS-grad,9,Craft-repair,Separated,51,White,Male,0.0,0.0,1,White,1,>50K,0,Private
25,HS-grad,9,Exec-managerial,Never-married,58,White,Male,0.0,0.0,1,White,0,<=50K,0,Private
43,HS-grad,9,Prof-specialty,Married-civ-spouse,42,White,Male,0.0,0.0,1,White,0,<=50K,1,Private
31,HS-grad,9,Machine-op-inspct,Married-civ-spouse,47,Black,Male,0.0,0.0,1,Non-White,0,<=50K,1,Private
26,Some-college,10,Craft-repair,Never-married,30,White,Male,0.0,0.0,1,White,1,>50K,0,Private
78,HS-grad,9,Prof-specialty,Separated,19,White,Female,0.0,0.0,0,White,0,<=50K,0,Private
36,Some-college,10,Prof-specialty,Never-married,27,Black,Female,0.0,0.0,0,Non-White,0,<=50K,0,Private
41,Assoc-acdm,12,Other-service,Never-married,39,White,Female,0.0,0.0,0,White,0,<=50K,0,Private
40,HS-grad,9,Tech-support,Never-married,22,Black,Male,0.0,0.0,1,Non-White,0,<=50K,0,Self-emp-inc
33,HS-grad,9,Sales,Married-civ-spouse,42,White,Female,0.0,0.0,0,White,0,<=50K,1,Private
32,HS-grad,9,Farming-fishing,Separated,23,White,Male,0.0,0.0,1,White,1,>50K,0,Private
25,HS-grad,9,Exec-managerial,Married-civ-spouse,29,White,Female,0.0,0.0,0,White,0,<=50K,1,Private
18,7th-8th,4,Farming-fishing,Never-married,51,White,Male,0.0,0.0,1,White,1,>50K,0,Private
23,11th,7,Tech-support,Divorced,28,White,Male,0.0,0.0,1,White,0,<=50K,0,Private
27,HS-grad,9,Exec-managerial,Married-civ-spouse,32,White,Male,0.0,0.0,1,White,0,<=50K,1,Private
38,11th,7,Farming-fishing,Married-civ-spouse,44,White,Male,0.0,0.0,1,White,1,>50K,1,Local-gov
29,Bachelors,13,Armed-Forces,Married-civ-spouse,55,White,Female,0.0,0.0,0,White,0,<=50K,1,Private
39,Some-college,10,Exec-managerial,Married-civ-spouse,12,Black,Male,0.0,0.0,1,Non-White,0,<=50K,1,Private
45,Assoc-acdm,12,Prof-specialty,Married-civ-spouse,33,White,Male,0.0,0.0,1,White,0,<=50K,1,Local-gov
43,Bachelors,13,Sales,Never-married,52,White,Male,0.0,0.0,1,White,1,>50K,0,Private
43,Some-college,10,Handlers-cleaners,Married-civ-spouse,33,White,Male,0.0,0.0,1,White,1,>50K,1,Private
52,HS-grad,9,Transport-moving,Divorced,33,White,Male,0.0,0.0,1,White,0,<=50K,0,Private
33,Bachelors,13,Craft-repair,Separated,41,Black,Female,11.380696081506647,0.0,0,Non-White,0,<=50K,0,Private
60,Some-college,10,Adm-clerical,Married-civ-spouse,29,White,Female,0.0,0.0,0,White,1,>50K,1,Private
52,Some-college,10,Prof-specialty,Married-civ-spouse,26,White,Female,0.0,0.0,0,White,0,<=50K,1,Federal-gov
51,Some-college,10,Other-service,Never-married,44,White,Female,0.0,0.0,0,White,0,<=50K,0,Private
44,HS-grad,9,Adm-clerical,Never-married,42,White,Male,0.0,0.0,1,White,1,>50K,0,Private
38,Bachelors,13,Handlers-cleaners,Never-married,48,Amer-Indian-Eskimo,Male,0.0,0.0,1,Non-White,0,<=50K,0,Private
31,Some-college,10,Other-service,Married-civ-spouse,48,White,Male,0.0,0.0,1,White,0,<=50K,1,Private
27,Some-college,10,Other-service,Never-married,29,White,Male,0.0,0.0,1,White,1,>50K,0,Private
51,Bachelors,13,Priv-house-serv,Married-civ-spouse,45,White,Male,0.0,0.0,1,White,1,>50K,1,Private
27,Bachelors,13,Exec-managerial,Never-married,32,White,Male,0.0,0.0,1,White,1,>50K,0,Private
50,HS-grad,9,Craft-repair,Divorced,34,White,Female,0.0,0.0,0,White,1,>50K,0,State-gov
59,HS-grad,9,Other-service,Married-spouse-absent,43,White,Female,0.0,0.0,0,White,1,>50K,0,Self-emp-inc
42,Some-college,10,Sales,Never-married,47,White,Male,0.0,0.0,1,White,1,>50K,0,Private
31,Some-college,10,Adm-clerical,Divorced,5,White,Male,0.0,0.0,1,White,1,>50K,0,Private
35,Some-college,10,Prof-specialty,Divorced,24,White,Male,0.0,0.0,1,White,0,<=50K,0,Private
43,HS-grad,9,Craft-repair,Married-civ-spouse,14,White,Female,0.0,0.0,0,White,1,>50K,1,Self-emp-inc
51,HS-grad,9,Sales,Married-civ-spouse,52,White,Male,0.0,0.0,1,White,0,<=50K,1,Private
44,Assoc-voc,11,Prof-specialty,Married-civ-spouse,38,White,Male,0.0,0.0,1,White,0,<=50K,1,Private
21,Assoc-acdm,12,Handlers-cleaners,Married-civ-spouse,41,Asian-Pac-Islander,Male,10.023046787593769,0.0,1,Non-White,1,>50K,1,Self-emp-not-inc
48,Some-college,10,Transport-moving,Divorced,43,White,Male,0.0,0.0,1,White,1,>50K,0,Private
61,Prof-school,15,Handlers-cleaners,Divorced,42,White,Female,0.0,0.0,0,White,1,>50K,0,Private
39,7th-8th,4,Priv-house-serv,Separated,31,White,Male,10.99411807146258,0.0,1,White,0,<=50K,0,Self-emp-inc
49,Assoc-acdm,12,Prof-specialty,Married-civ-spouse,43,White,Male,0.0,0.0,1,White,0,<=50K,1,Private
41,HS-grad,9,Other-service,Married-civ-spouse,58,White,Female,0.0,0.0,0,White,0,<=50K,1,Private
38,HS-grad,9,Craft-repair,Widowed,44,White,Female,0.0,0.0,0,White,0,<=50K,0,Private
34,HS-grad,9,Handlers-cleaners,Never-married,47,White,Male,0.0,0.0,1,White,0,<=50K,0,Private
19,Prof-school,15,Other-service,Married-civ-spouse,43,White,Male,0.0,0.0,1,White,1,>50K,1,Federal-gov
25,HS-grad,9,Other-service,Never-married,31,White,Female,0.0,0.0,0,White,0,<=50K,0,Self-emp-not-inc
18,Bachelors,13,Handlers-cleaners,Never-married,39,White,Male,0.0,0.0,1,White,1,>50K,0,Private
25,Some-college,10,Sales,Married-civ-spouse,40,White,Male,0.0,0.0,1,White,1,>50K,1,Private
29,HS-grad,9,Prof-specialty,Married-civ-spouse,62,White,Female,0.0,0.0,0,White,1,>50K,1,Private
51,HS-grad,9,Other-service,Never-married,21,White,Male,0.0,7.340835554123275,1,White,0,<=50K,0,Private
31,Assoc-voc,11,Sales,Never-married,34,White,Male,0.0,7.554858521040676,1,White,0,<=50K,0,Private
41,Some-college,10,Craft-repair,Never-married,37,White,Female,0.0,0.0,0,White,1,>50K,0,Private
18,HS-grad,9,Tech-support,Widowed,24,White,Female,0.0,0.0,0,White,0,<=50K,0,Private
32,Some-college,10,Prof-specialty,Separated,49,White,Male,0.0,0.0,1,White,0,<=50K,0,Private
51,Some-college,10,Machine-op-inspct,Widowed,24,White,Male,0.0,0.0,1,White,1,>50K,0,Private
23,Assoc-voc,11,Adm-clerical,Separated,36,White,Male,0.0,0.0,1,White,0,<=50K,0,Private
42,Assoc-voc,11,Other-service,Married-civ-spouse,39,Amer-Indian-Eskimo,Male,0.0,0.0,1,Non-White,0,<=50K,1,Private
36,Assoc-voc,11,Craft-repair,Never-married,25,White,Male,0.0,0.0,1,White,0,<=50K,0,Self-emp-not-inc
45,11th,7,Prof-specialty,Married-civ-spouse,36,White,Male,0.0,0.0,1,White,0,<=50K,1,Private
66,Some-college,10,Exec-managerial,Never-married,21,White,Male,0.0,0.0,1,White,0,<=50K,0,Private
30,Some-college,10,Farming-fishing,Separated,64,White,Female,0.0,0.0,0,White,0,<=50K,0,Local-gov
47,HS-grad,9,Tech-support,Never-married,45,White,Male,10.647803019670471,0.0,1,White,1,>50K,0,State-gov
41,Bachelors,13,Other-service,Married-spouse-absent,23,White,Female,0.0,0.0,0,White,0,<=50K,0,Private
27,Some-college,10,Exec-managerial,Never-married,31,White,Male,0.0,0.0,1,White,0,<=50K,0,Private
52,HS-grad,9,Prof-specialty,Married-civ-spouse,50,White,Male,0.0,7.933438387627489,1,White,0,<=50K,1,Private
42,11th,7,Prof-specialty,Married-civ-spouse,36,White,Male,0.0,0.0,1,White,0,<=50K,1,Without-pay
41,11th,7,Sales,Married-civ-spouse,35,Asian-Pac-Islander,Male,0.0,0.0,1,Non-White,0,<=50K,1,State-gov
45,HS-grad,9,Sales,Never-married,64,White,Male,0.0,0.0,1,White,0,<=50K,0,Private
62,HS-grad,9,Prof-specialty,Never-married,27,Black,Female,0.0,0.0,0,Non-White,0,<=50K,0,Private
60,Bachelors,13,Exec-managerial,Never-married,38,White,Male,0.0,0.0,1,White,0,<=50K,0,Private
45,HS-grad,9,Craft-repair,Married-civ-spouse,44,White,Male,0.0,0.0,1,White,1,>50K,1,Private
35,Assoc-voc,11,Other-service,Never-married,44,White,Male,0.0,0.0,1,White,1,>50K,0,State-gov
29,HS-grad,9,Other-service,Married-civ-spouse,39,White,Male,0.0,0.0,1,White,0,<=50K,1,Local-gov
34,Some-college,10,Adm-clerical,Never-married,33,White,Male,0.0,0.0,1,White,0,<=50K,0,Self-emp-inc
43,Assoc-voc,11,Exec-managerial,Married-civ-spouse,41,White,Female,0.0,0.0,0,White,1,>50K,1,Private
48,HS-grad,9,Prof-specialty,Never-married,49,White,Female,0.0,0.0,0,White,0,<=50K,0,Local-gov
50,HS-grad,9,Sales,Never-married,54,Black,Male,0.0,0.0,1,Non-White,1,>50K,0,Private
41,Bachelors,13,Exec-managerial,Married-civ-spouse,54,White,Male,0.0,0.0,1,White,1,>50K,1,Private
48,Bachelors,13,Adm-clerical,Married-civ-spouse,59,White,Female,0.0,0.0,0,White,0,<=50K,1,Local-gov
57,Some-college,10,Adm-clerical,Divorced,30,White,Male,11.361765309065476,0.0,1,White,1,>50K,0,Private
43,Some-college,10,Tech-support,Married-civ-spouse,46,White,Male,0.0,0.0,1,White,0,<=50K,1,Private
28,Bachelors,13,Machine-op-inspct,Never-married,70,White,Female,0.0,0.0,0,White,0,<=50K,0,Private
28,Bachelors,13,Tech-support,Divorced,23,Black,Female,0.0,0.0,0,Non-White,0,<=50K,0,Private
48,Assoc-acdm,12,Adm-clerical,Married-civ-spouse,55,White,Male,0.0,0.0,1,White,0,<=50K,1,Private
30,Bachelors,13,Sales,Divorced,40,Asian-Pac-Islander,Female,11.116246644142684,0.0,0,Non-White,0,<=50K,0,Private
53,Prof-school,15,Protective-serv,Married-civ-spouse,12,White,Male,10.954798568086224,0.0,1,White,1,>50K,1,Private
22,Assoc-voc,11,Tech-support,Married-civ-spouse,34,White,Male,0.0,8.041734711487537,1,White,1,>50K,1,Private
35,Some-college,10,Machine-op-inspct,Married-civ-spouse,44,White,Male,0.0,0.0,1,White,1,>50K,1,Private
44,Assoc-acdm,12,Other-service,Never-married,63,Asian-Pac-Islander,Male,8.552946361122055,0.0,1,Non-White,0,<=50K,0,Self-emp-inc
47,Bachelors,13,Sales,Married-civ-spouse,33,White,Male,0.0,0.0,1,White,1,>50K,1,Private
32,Some-college,10,Exec-managerial,Never-married,71,White,Female,0.0,0.0,0,White,0,<=50K,0,Private
47,Prof-school,15,Other-service,Married-civ-spouse,10,White,Female,0.0,0.0,0,White,1,>50K,1,Private
37,Prof-school,15,Exec-managerial,Never-married,16,White,Female,0.0,0.0,0,White,0,<=50K,0,Private
20,HS-grad,9,Tech-support,Married-civ-spouse,46,White,Female,0.0,0.0,0,White,0,<=50K,1,Federal-gov
25,Masters,14,Sales,Never-married,32,Black,Male,0.0,0.0,1,Non-White,1,>50K,0,Private
43,Bachelors,13,Prof-specialty,Never-married,24,White,Male,0.0,0.0,1,White,0,<=50K,0,Local-gov
37,HS-grad,9,Machine-op-inspct,Married-civ-spouse,38,Amer-Indian-Eskimo,Male,0.0,0.0,1,Non-White,0,<=50K,1,Private
35,HS-grad,9,Adm-clerical,Never-married,31,White,Male,0.0,0.0,1,White,0,<=50K,0,Local-gov
38,Assoc-acdm,12,Prof-specialty,Widowed,41,White,Female,0.0,0.0,0,White,0,<=50K,0,Local-gov
63,Bachelors,13,Transport-moving,Never-married,36,White,Female,0.0,0.0,0,White,0,<=50K,0,Private
22,HS-grad,9,Farming-fishing,Married-civ-spouse,36,White,Male,0.0,0.0,1,White,1,>50K,1,Private
27,Bachelors,13,Tech-support,Married-civ-spouse,36,White,Male,11.477236109228256,0.0,1,White,0,<=50K,1,Private
36,Bachelors,13,Adm-clerical,Never-married,34,White,Male,0.0,0.0,1,White,1,>50K,0,Private
44,Bachelors,13,Handlers-cleaners,Widowed,49,White,Male,0.0,0.0,1,White,0,<=50K,0,Federal-gov
25,Some-college,10,Farming-fishing,Married-civ-spouse,21,White,Female,0.0,0.0,0,White,0,<=50K,1,Private
31,Some-college,10,Prof-specialty,Divorced,30,White,Male,0.0,0.0,1,White,1,>50K,0,Self-emp-not-inc
18,HS-grad,9,Exec-managerial,Married-civ-spouse,21,White,Male,0.0,0.0,1,White,0,<=50K,1,Private
62,Bachelors,13,Tech-support,Married-civ-spouse,31,White,Male,0.0,0.0,1,White,1,>50K,1,Self-emp-not-inc
32,Assoc-voc,11,Prof-specialty,Never-married,37,White,Male,0.0,0.0,1,White,1,>50K,0,Private
50,Assoc-acdm,12,Adm-clerical,Married-civ-spouse,44,White,Female,0.0,0.0,0,White,0,<=50K,1,Private
24,Assoc-voc,11,Machine-op-inspct,Married-civ-spouse,24,White,Male,0.0,0.0,1,White,0,<=50K,1,Private
36,Some-college,10,Exec-managerial,Divorced,39,Black,Male,0.0,0.0,1,Non-White,0,<=50K,0,Private
47,HS-grad,9,Prof-specialty,Never-married,64,White,Male,0.0,0.0,1,White,0,<=50K,0,Private
37,Bachelors,13,Handlers-cleaners,Never-married,66,Black,Female,0.0,0.0,0,Non-White,0,<=50K,0,State-gov
27,Masters,14,Exec-managerial,Never-married,41,White,Female,0.0,0.0,0,White,1,>50K,0,Private
27,Some-college,10,Other-service,Never-married,55,White,Male,0.0,0.0,1,White,1,>50K,0,Private
24,Assoc-acdm,12,Craft-repair,Never-married,26,White,Female,0.0,0.0,0,White,0,<=50K,0,Private
26,Prof-school,15,Exec-managerial,Divorced,78,White,Male,0.0,0.0,1,White,0,<=50K,0,Private
18,7th-8th,4,Adm-clerical,Never-married,53,White,Male,0.0,0.0,1,White,1,>50K,0,Local-gov
25,Bachelors,13,Craft-repair,Married-civ-spouse,32,White,Female,0.0,0.0,0,White,1,>50K,1,Private
52,Bachelors,13,Other-service,Never-married,49,Black,Female,0.0,0.0,0,Non-White,0,<=50K,0,Private
40,HS-grad,9,Other-service,Never-married,48,White,Female,0.0,0.0,0,White,0,<=50K,0,Private
18,12th,8,Farming-fishing,Never-married,40,White,Female,0.0,0.0,0,White,0,<=50K,0,Local-gov
38,HS-grad,9,Sales,Widowed,49,White,Male,0.0,0.0,1,White,0,<=50K,0,Private
18,HS-grad,9,Exec-managerial,Never-married,43,Asian-Pac-Islander,Male,0.0,0.0,1,Non-White,1,>50K,0,Private
28,Bachelors,13,Sales,Married-civ-spouse,49,White,Male,0.0,0.0,1,White,1,>50K,1,Private
53,11th,7,Other-service,Divorced,53,White,Female,0.0,0.0,0,White,1,>50K,0,Private
33,11th,7,Machine-op-inspct,Never-married,47,White,Male,0.0,0.0,1,White,1,>50K,0,Private
20,HS-grad,9,Craft-repair,Never-married,31,White,Female,0.0,0.0,0,White,0,<=50K,0,Private
48,HS-grad,9,Other-service,Married-civ-spouse,36,Black,Female,0.0,0.0,0,Non-White,0,<=50K,1,Private
33,Bachelors,13,Tech-support,Married-civ-spouse,33,White,Male,0.0,0.0,1,White,1,>50K,1,Private
67,Some-college,10,Craft-repair,Separated,66,Amer-Indian-Eskimo,Male,0.0,7.634820677745543,1,Non-White,0,<=50K,0,Private
32,HS-grad,9,Exec-managerial,Married-civ-spouse,45,White,Male,0.0,0.0,1,White,0,<=50K,1,Private
30,HS-grad,9,Prof-specialty,Married-civ-spouse,32,White,Male,0.0,0.0,1,White,1,>50K,1,Private
23,HS-grad,9,Craft-repair,Married-civ-spouse,25,White,Male,0.0,0.0,1,White,1,>50K,1,Self-emp-inc
20,Prof-school,15,Other-service,Never-married,39,White,Male,0.0,0.0,1,White,0,<=50K,0,Private
30,Assoc-voc,11,Other-service,Married-civ-spouse,39,White,Female,0.0,0.0,0,White,0,<=50K,1,Private
51,Some-college,10,Adm-clerical,Married-civ-spouse,41,White,Male,0.0,0.0,1,White,1,>50K,1,Private
23,Some-college,10,Craft-repair,Married-civ-spouse,45,Black,Male,0.0,0.0,1,Non-White,1,>50K,1,Without-pay
44,7th-8th,4,Adm-clerical,Married-civ-spouse,40,White,Female,0.0,0.0,0,White,0,<=50K,1,Private
18,Bachelors,13,Adm-clerical,Never-married,21,Black,Female,0.0,0.0,0,Non-White,0,<=50K,0,Private
26,Bachelors,13,Craft-repair,Never-married,1,White,Male,0.0,0.0,1,White,1,>50K,0,Federal-gov
18,Bachelors,13,Prof-specialty,Married-civ-spouse,28,White,Male,0.0,0.0,1,White,0,<=50K,1,Private
33,Bachelors,13,Machine-op-inspct,Never-married,29,White,Male,0.0,0.0,1,White,0,<=50K,0,Self-emp-not-inc
44,Bachelors,13,Adm-clerical,Never-married,29,White,Male,0.0,0.0,1,White,0,<=50K,0,Private
45,HS-grad,9,Prof-specialty,Never-married,57,Black,Male,0.0,8.374015421739909,1,Non-White,0,<=50K,0,Private
24,11th,7,Exec-managerial,Married-civ-spouse,36,White,Male,0.0,0.0,1,White,1,>50K,1,Private
52,HS-grad,9,Prof-specialty,Married-civ-spouse,37,White,Male,0.0,0.0,1,White,0,<=50K,1,Private
28,Some-college,10,Sales,Never-married,41,White,Male,0.0,0.0,1,White,1,>50K,0,Federal-gov
43,HS-grad,9,Prof-specialty,Never-married,53,White,Male,0.0,0.0,1,White,0,<=50K,0,Federal-gov
37,Assoc-acdm,12,Other-service,Never-married,53,White,Male,0.0,0.0,1,White,0,<=50K,0,Private
26,HS-grad,9,Adm-clerical,Never-married,38,White,Male,0.0,0.0,1,White,0,<=50K,0,Private
28,Some-college,10,Protective-serv,Never-married,42,White,Male,0.0,0.0,1,White,0,<=50K,0,Private
49,Assoc-acdm,12,Craft-repair,Married-civ-spouse,34,White,Female,0.0,0.0,0,White,1,>50K,1,Private
50,Some-college,10,Machine-op-inspct,Never-married,19,White,Female,0.0,5.66988092298052,0,White,0,<=50K,0,Self-emp-not-inc
58,Prof-school,15,Sales,Married-civ-spouse,45,White,Female,0.0,0.0,0,White,0,<=50K,1,Private
36,HS-grad,9,Sales,Never-married,33,White,Female,0.0,0.0,0,White,0,<=50K,0,Private
52,Some-college,10,Tech-support,Married-civ-spouse,33,White,Male,0.0,0.0,1,White,1,>50K,1,Private
36,HS-grad,9,Sales,Never-married,27,White,Male,0.0,0.0,1,White,0,<=50K,0,Local-gov
31,HS-grad,9,Adm-clerical,Married-civ-spouse,53,White,Male,0.0,0.0,1,White,1,>50K,1,Private
35,Some-college,10,Handlers-cleaners,Divorced,37,White,Male,0.0,0.0,1,White,1,>50K,0,Private
42,Prof-school,15,Prof-specialty,Never-married,31,White,Male,0.0,0.0,1,White,0,<=50K,0,Private
42,9th,5,Other-service,Married-civ-spouse,49,Black,Male,0.0,0.0,1,Non-White,1,>50K,1,Private
22,Assoc-voc,11,Transport-moving,Widowed,55,White,Male,0.0,0.0,1,White,0,<=50K,0,Private
42,11th,7,Farming-fishing,Never-married,60,White,Female,0.0,0.0,0,White,0,<=50K,0,State-gov
36,Assoc-voc,11,Craft-repair,Married-civ-spouse,23,White,Male,0.0,0.0,1,White,1,>50K,1,Federal-gov
56,HS-grad,9,Sales,Married-civ-spouse,34,Other,Male,0.0,0.0,1,Non-White,1,>50K,1,Local-gov
46,Bachelors,13,Other-service,Married-civ-spouse,23,White,Female,0.0,0.0,0,White,0,<=50K,1,Private
41,Some-college,10,Craft-repair,Married-civ-spouse,36,White,Male,0.0,0.0,1,White,1,>50K,1,Private
55,Bachelors,13,Tech-support,Divorced,49,White,Male,0.0,0.0,1,White,0,<=50K,0,Private
46,Assoc-acdm,12,Sales,Never-married,33,White,Female,0.0,0.0,0,White,1,>50K,0,Private
25,HS-grad,9,Other-service,Married-civ-spouse,29,White,Male,0.0,0.0,1,White,0,<=50K,1,Private
37,9th,5,Exec-managerial,Never-married,46,White,Male,0.0,8.338544879988579,1,White,0,<=50K,0,Private
33,Some-college,10,Sales,Widowed,28,White,Male,0.0,0.0,1,White,0,<=50K,0,Self-emp-not-inc
45,HS-grad,9,Protective-serv,Divorced,23,White,Female,0.0,0.0,0,White,0,<=50K,0,Private
34,Bachelors,13,Exec-managerial,Married-civ-spouse,42,Asian-Pac-Islander,Female,0.0,0.0,0,Non-White,1,>50K,1,Federal-gov
44,HS-grad,9,Exec-managerial,Never-married,52,White,Male,0.0,0.0,1,White,1,>50K,0,Private
51,11th,7,Other-service,Divorced,27,White,Female,0.0,0.0,0,White,0,<=50K,0,Private
35,Bachelors,13,Prof-specialty,Married-civ-spouse,40,White,Female,0.0,7.724446645633537,0,White,1,>50K,1,Self-emp-not-inc
27,Bachelors,13,Other-service,Married-civ-spouse,40,White,Male,0.0,0.0,1,White,0,<=50K,1,Private
33,Bachelors,13,Tech-support,Married-civ-spouse,27,White,Male,7.07326971745971,0.0,1,White,1,>50K,1,Local-gov
59,HS-grad,9,Farming-fishing,Married-civ-spouse,50,White,Male,0.0,0.0,1,White,1,>50K,1,Private
50,HS-grad,9,Adm-clerical,Divorced,41,White,Male,0.0,0.0,1,White,0,<=50K,0,Self-emp-not-inc
43,HS-grad,9,Tech-support,Married-civ-spouse,36,White,Male,0.0,0.0,1,White,0,<=50K,1,Federal-gov
40,HS-grad,9,Exec-managerial,Married-civ-spouse,46,White,Male,0.0,0.0,1,White,1,>50K,1,Private
28,9th,5,Craft-repair,Married-civ-spouse,37,White,Male,0.0,0.0,1,White,1,>50K,1,Private
33,Bachelors,13,Adm-clerical,Never-married,32,White,Male,0.0,0.0,1,White,1,>50K,0,Private
36,Assoc-acdm,12,Sales,Never-married,46,White,Female,0.0,0.0,0,White,0,<=50K,0,Private
38,HS-grad,9,Transport-moving,Married-civ-spouse,44,White,Male,0.0,0.0,1,White,0,<=50K,1,Private
26,Assoc-voc,11,Transport-moving,Never-married,44,White,Female,0.0,0.0,0,White,0,<=50K,0,State-gov
34,Some-college,10,Machine-op-inspct,Married-civ-spouse,33,White,Male,0.0,0.0,1,White,0,<=50K,1,Private
25,HS-grad,9,Adm-clerical,Never-married,41,White,Female,0.0,0.0,0,White,0,<=50K,0,Private
27,9th,5,Prof-specialty,Separated,37,White,Male,0.0,0.0,1,White,0,<=50K,0,Private
