age,workclass,education,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,income,income_binary,sex_binary,race_group,is_married,capital_gain_log,capital_loss_log
39,Private,HS-grad,9,Married-civ-spouse,Prof-specialty,Own-child,Black,Male,0,454,50,United-States,<=50K,0,1,Non-White,1,0.0,6.12029741895095
31,Private,12th,8,Divorced,Other-service,Husband,White,Male,0,0,35,United-States,<=50K,0,1,White,0,0.0,0.0
71,Private,HS-grad,9,Divorced,Exec-managerial,Husband,White,Male,0,0,33,United-States,<=50K,0,1,White,0,0.0,0.0
37,Local-gov,Some-college,10,Never-married,Prof-specialty,Husband,Black,Male,0,0,53,United-States,<=50K,0,1,Non-White,0,0.0,0.0
19,Private,Some-college,10,Married-civ-spouse,Other-service,Husband,Black,Male,0,0,45,Germany,<=50K,0,1,Non-White,1,0.0,0.0
36,Self-emp-not-inc,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Own-child,Black,Male,0,0,35,United-States,<=50K,0,1,Non-White,1,0.0,0.0
44,Self-emp-not-inc,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,43,United-States,<=50K,0,1,White,0,0.0,0.0
59,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,25,United-States,>50K,1,1,White,1,0.0,0.0
30,Private,Assoc-voc,11,Divorced,Craft-repair,Wife,White,Male,0,0,32,United-States,<=50K,0,1,White,0,0.0,0.0
18,Federal-gov,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,91764,0,57,United-States,<=50K,0,1,White,1,11.426986240292573,0.0
48,Private,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Male,0,0,23,India,>50K,1,1,White,0,0.0,0.0
20,Private,HS-grad,9,Married-civ-spouse,Sales,Not-in-family,White,Male,0,0,31,United-States,<=50K,0,1,White,1,0.0,0.0
32,Private,7th-8th,4,Never-married,Prof-specialty,Husband,White,Male,0,0,35,United-States,<=50K,0,1,White,0,0.0,0.0
34,Private,9th,5,Never-married,Other-service,Not-in-family,White,Male,0,0,32,United-States,<=50K,0,1,White,0,0.0,0.0
37,Private,Some-college,10,Divorced,Machine-op-inspct,Husband,White,Male,0,0,44,United-States,<=50K,0,1,White,0,0.0,0.0
46,Private,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,41,United-States,>50K,1,1,White,0,0.0,0.0
29,Private,Bachelors,13,Married-civ-spouse,Tech-support,Own-child,White,Male,0,0,46,United-States,<=50K,0,1,White,1,0.0,0.0
34,Private,HS-grad,9,Never-married,Handlers-cleaners,Husband,White,Male,0,0,47,United-States,<=50K,0,1,White,0,0.0,0.0
37,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Own-child,Black,Female,0,0,46,United-States,<=50K,0,0,Non-White,1,0.0,0.0
39,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,56,United-States,<=50K,0,1,White,1,0.0,0.0
39,Self-emp-inc,Some-college,10,Married-civ-spouse,Machine-op-inspct,Unmarried,White,Male,0,0,51,United-States,<=50K,0,1,White,1,0.0,0.0
43,Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,37,United-States,>50K,1,1,White,1,0.0,0.0
48,Private,HS-grad,9,Never-married,Adm-clerical,Husband,White,Male,0,0,57,United-States,<=50K,0,1,White,0,0.0,0.0
43,Private,Bachelors,13,Married-civ-spouse,Adm-clerical,Own-child,White,Female,0,0,32,United-States,>50K,1,0,White,1,0.0,0.0
43,Private,Some-college,10,Never-married,Transport-moving,Husband,Asian-Pac-Islander,Female,0,628,34,United-States,>50K,1,0,Non-White,0,0.0,6.444131256700441
18,Private,Some-college,10,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,>50K,1,1,White,1,0.0,0.0
38,Federal-gov,HS-grad,9,Never-married,Other-service,Husband,White,Male,0,0,49,United-States,<=50K,0,1,White,0,0.0,0.0
44,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Not-in-family,White,Male,0,0,43,United-States,>50K,1,1,White,1,0.0,0.0
47,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Tech-support,Unmarried,Black,Male,76635,0,38,United-States,<=50K,0,1,Non-White,1,11.246822219215883,0.0
28,Private,Some-college,10,Never-married,Sales,Wife,White,Male,0,0,38,United-States,<=50K,0,1,White,0,0.0,0.0
29,Private,Some-college,10,Never-married,Protective-serv,Not-in-family,White,Male,0,0,53,United-States,>50K,1,1,White,0,0.0,0.0
30,Private,Some-college,10,Married-civ-spouse,Sales,Wife,White,Male,0,0,39,Canada,<=50K,0,1,White,1,0.0,0.0
44,Private,12th,8,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,48,Mexico,<=50K,0,1,White,1,0.0,0.0
51,Private,Some-college,10,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,13,United-States,<=50K,0,0,White,0,0.0,0.0
32,Federal-gov,Some-college,10,Divorced,Exec-managerial,Husband,White,Male,0,0,17,United-States,<=50K,0,1,White,0,0.0,0.0
49,Private,Some-college,10,Divorced,Craft-repair,Wife,Black,Male,0,0,55,United-States,<=50K,0,1,Non-White,0,0.0,0.0
39,Private,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Female,26783,0,11,United-States,<=50K,0,0,White,1,10.195559973289201,0.0
36,Federal-gov,Some-college,10,Married-civ-spouse,Craft-repair,Own-child,White,Female,0,0,18,United-States,<=50K,0,0,White,1,0.0,0.0
35,Private,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Other-relative,Black,Male,0,0,40,United-States,>50K,1,1,Non-White,1,0.0,0.0
47,Self-emp-inc,Some-college,10,Divorced,Other-service,Own-child,White,Male,0,0,50,United-States,>50K,1,1,White,0,0.0,0.0
42,Self-emp-inc,Some-college,10,Divorced,Protective-serv,Not-in-family,White,Male,0,0,13,United-States,<=50K,0,1,White,0,0.0,0.0
67,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Own-child,White,Male,0,0,39,United-States,>50K,1,1,White,1,0.0,0.0
26,Private,Bachelors,13,Married-civ-spouse,Other-service,Husband,White,Female,0,0,49,United-States,<=50K,0,0,White,1,0.0,0.0
44,Private,Prof-school,15,Never-married,Prof-specialty,Husband,White,Male,0,1314,33,United-States,<=50K,0,1,White,0,0.0,7.181591944611865
31,State-gov,Bachelors,13,Never-married,Exec-managerial,Wife,Asian-Pac-Islander,Male,0,0,36,United-States,<=50K,0,1,Non-White,0,0.0,0.0
26,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0,0,49,United-States,<=50K,0,0,White,1,0.0,0.0
37,Private,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,42,United-States,>50K,1,1,White,1,0.0,0.0
39,Private,Bachelors,13,Never-married,Prof-specialty,Husband,White,Male,0,0,38,United-States,<=50K,0,1,White,0,0.0,0.0
75,Private,HS-grad,9,Divorced,Prof-specialty,Wife,White,Female,0,0,30,United-States,>50K,1,0,White,0,0.0,0.0
35,Private,Some-college,10,Separated,Other-service,Own-child,Black,Male,0,0,31,United-States,<=50K,0,1,Non-White,0,0.0,0.0
23,Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,43,United-States,>50K,1,1,White,1,0.0,0.0
41,Private,Some-college,10,Never-married,Farming-fishing,Wife,White,Male,0,1467,36,Other,<=50K,0,1,White,0,0.0,7.291656209174461
18,Federal-gov,HS-grad,9,Separated,Craft-repair,Husband,White,Male,0,0,28,United-States,<=50K,0,1,White,0,0.0,0.0
36,Local-gov,Bachelors,13,Never-married,Tech-support,Own-child,Black,Male,0,0,25,United-States,<=50K,0,1,Non-White,0,0.0,0.0
38,Private,Some-college,10,Married-civ-spouse,Protective-serv,Own-child,White,Female,0,0,13,United-States,>50K,1,0,White,1,0.0,0.0
48,Local-gov,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,31,Other,>50K,1,1,White,1,0.0,0.0
50,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Female,0,0,39,United-States,<=50K,0,0,Non-White,1,0.0,0.0
31,Private,Prof-school,15,Married-civ-spouse,Sales,Husband,White,Male,0,0,54,United-States,>50K,1,1,White,1,0.0,0.0
36,Private,Bachelors,13,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male,0,0,50,United-States,<=50K,0,1,Non-White,1,0.0,0.0
28,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,35,United-States,<=50K,0,1,White,1,0.0,0.0
23,Local-gov,Assoc-voc,11,Never-married,Adm-clerical,Husband,White,Male,0,0,34,United-States,<=50K,0,1,White,0,0.0,0.0
42,Federal-gov,HS-grad,9,Married-civ-spouse,Craft-repair,Unmarried,White,Male,0,0,32,United-States,<=50K,0,1,White,1,0.0,0.0
21,Private,Some-college,10,Married-spouse-absent,Exec-managerial,Not-in-family,Black,Male,0,0,20,United-States,<=50K,0,1,Non-White,0,0.0,0.0
32,Private,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,67216,0,24,United-States,<=50K,0,1,White,0,11.115681470708637,0.0
25,Private,HS-grad,9,Never-married,Craft-repair,Husband,White,Male,0,0,34,United-States,<=50K,0,1,White,0,0.0,0.0
45,Private,Some-college,10,Divorced,Other-service,Husband,White,Male,0,0,37,United-States,<=50K,0,1,White,0,0.0,0.0
61,State-gov,Bachelors,13,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Female,0,0,35,United-States,>50K,1,0,Non-White,1,0.0,0.0
21,Private,Some-college,10,Never-married,Exec-managerial,Husband,White,Female,0,4163,26,Other,<=50K,0,0,White,0,0.0,8.33423142973486
18,Private,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Female,0,664,33,United-States,<=50K,0,0,White,1,0.0,6.499787040655854
36,Local-gov,Bachelors,13,Married-civ-spouse,Adm-clerical,Not-in-family,White,Female,0,0,28,United-States,<=50K,0,0,White,1,0.0,0.0
38,Private,Assoc-acdm,12,Divorced,Handlers-cleaners,Wife,White,Female,0,0,54,United-States,<=50K,0,0,White,0,0.0,0.0
40,Private,HS-grad,9,Never-married,Sales,Own-child,White,Male,0,0,49,United-States,<=50K,0,1,White,0,0.0,0.0
32,State-gov,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Not-in-family,Asian-Pac-Islander,Male,0,0,37,United-States,<=50K,0,1,Non-White,1,0.0,0.0
35,Private,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Female,0,0,53,United-States,>50K,1,0,White,1,0.0,0.0
42,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,44,United-States,<=50K,0,1,White,1,0.0,0.0
51,Private,11th,7,Married-civ-spouse,Exec-managerial,Husband,Black,Female,0,0,42,United-States,<=50K,0,0,Non-White,1,0.0,0.0
18,State-gov,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,Other,<=50K,0,1,White,0,0.0,0.0
33,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,21,United-States,<=50K,0,1,White,1,0.0,0.0
40,Federal-gov,HS-grad,9,Never-married,Prof-specialty,Husband,White,Male,0,0,45,United-States,<=50K,0,1,White,0,0.0,0.0
26,Federal-gov,Bachelors,13,Never-married,Machine-op-inspct,Husband,White,Male,62905,0,51,United-States,<=50K,0,1,White,0,11.049396827646396,0.0
60,Private,HS-grad,9,Never-married,Craft-repair,Husband,White,Female,37808,0,46,Other,<=50K,0,0,White,0,10.540302448505601,0.0
29,Local-gov,HS-grad,9,Widowed,Machine-op-inspct,Husband,White,Male,0,0,41,Other,<=50K,0,1,White,0,0.0,0.0
37,Without-pay,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,44,United-States,>50K,1,1,White,1,0.0,0.0
45,Self-emp-inc,Assoc-acdm,12,Married-civ-spouse,Machine-op-inspct,Not-in-family,White,Female,0,0,46,United-States,<=50K,0,0,White,1,0.0,0.0
30,Private,Bachelors,13,Separated,Adm-clerical,Own-child,Amer-Indian-Eskimo,Male,0,0,50,United-States,>50K,1,1,Non-White,0,0.0,0.0
18,Self-emp-not-inc,HS-grad,9,Never-married,Sales,Husband,White,Female,0,2631,45,United-States,<=50K,0,0,White,0,0.0,7.875499292445208
32,Private,Prof-school,15,Never-married,Exec-managerial,Own-child,Black,Female,0,0,56,United-States,>50K,1,0,Non-White,0,0.0,0.0
51,Private,HS-grad,9,Never-married,Tech-support,Wife,White,Male,0,0,34,United-States,<=50K,0,1,White,0,0.0,0.0
33,Private,7th-8th,4,Married-civ-spouse,Exec-managerial,Own-child,White,Male,0,0,36,United-States,<=50K,0,1,White,1,0.0,0.0
26,Private,7th-8th,4,Married-civ-spouse,Transport-moving,Not-in-family,White,Male,0,0,49,United-States,<=50K,0,1,White,1,0.0,0.0
50,Private,HS-grad,9,Married-civ-spouse,Farming-fishing,Own-child,White,Male,0,0,46,United-States,>50K,1,1,White,1,0.0,0.0
33,Private,Bachelors,13,Never-married,Adm-clerical,Own-child,White,Female,0,0,44,United-States,<=50K,0,0,White,0,0.0,0.0
31,Self-emp-not-inc,11th,7,Never-married,Transport-moving,Own-child,Black,Female,0,0,53,United-States,<=50K,0,0,Non-White,0,0.0,0.0
39,Private,Some-college,10,Married-civ-spouse,Sales,Not-in-family,White,Female,0,0,23,United-States,<=50K,0,0,White,1,0.0,0.0
48,Private,Assoc-acdm,12,Widowed,Exec-managerial,Wife,White,Male,0,0,45,United-States,<=50K,0,1,White,0,0.0,0.0
68,Private,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,33,United-States,>50K,1,1,White,1,0.0,0.0
48,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Unmarried,White,Male,0,0,48,United-States,>50K,1,1,White,1,0.0,0.0
53,Private,Some-college,10,Divorced,Transport-moving,Not-in-family,White,Male,0,0,33,United-States,<=50K,0,1,White,0,0.0,0.0
31,Federal-gov,Bachelors,13,Never-married,Prof-specialty,Husband,White,Female,0,0,51,United-States,>50K,1,0,White,0,0.0,0.0
24,Private,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Female,0,0,54,United-States,>50K,1,0,White,1,0.0,0.0
38,Private,Prof-school,15,Married-spouse-absent,Sales,Husband,White,Male,0,0,31,United-States,>50K,1,1,White,0,0.0,0.0
39,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Other-relative,White,Male,0,0,25,Philippines,<=50K,0,1,White,1,0.0,0.0
23,Private,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,44,United-States,<=50K,0,1,White,1,0.0,0.0
35,Private,Assoc-acdm,12,Married-civ-spouse,Transport-moving,Own-child,White,Female,92810,0,55,United-States,>50K,1,0,White,1,11.438320446232394,0.0
43,Private,Prof-school,15,Married-civ-spouse,Prof-specialty,Not-in-family,White,Male,0,0,58,United-States,>50K,1,1,White,1,0.0,0.0
42,State-gov,11th,7,Never-married,Farming-fishing,Own-child,White,Female,0,0,60,Other,<=50K,0,0,White,0,0.0,0.0
44,Private,HS-grad,9,Never-married,Tech-support,Wife,White,Male,0,0,28,United-States,<=50K,0,1,White,0,0.0,0.0
41,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Own-child,White,Male,0,0,36,United-States,>50K,1,1,White,1,0.0,0.0
31,Private,Assoc-voc,11,Divorced,Tech-support,Husband,White,Male,0,0,31,United-States,>50K,1,1,White,0,0.0,0.0
31,Private,Some-college,10,Never-married,Adm-clerical,Unmarried,Black,Female,0,0,38,United-States,>50K,1,0,Non-White,0,0.0,0.0
22,Private,HS-grad,9,Divorced,Craft-repair,Own-child,White,Male,0,0,42,United-States,<=50K,0,1,White,0,0.0,0.0
61,Private,HS-grad,9,Divorced,Tech-support,Unmarried,White,Male,0,0,50,United-States,<=50K,0,1,White,0,0.0,0.0
38,Private,Bachelors,13,Widowed,Other-service,Wife,Black,Male,0,0,47,United-States,<=50K,0,1,Non-White,0,0.0,0.0
35,Private,Some-college,10,Never-married,Tech-support,Not-in-family,White,Male,0,0,54,United-States,<=50K,0,1,White,0,0.0,0.0
25,Self-emp-inc,HS-grad,9,Divorced,Transport-moving,Own-child,White,Male,0,0,35,United-States,<=50K,0,1,White,0,0.0,0.0
76,Without-pay,Bachelors,13,Married-civ-spouse,Sales,Unmarried,White,Male,56196,0,57,United-States,>50K,1,1,White,1,10.93661865367406,0.0
24,Private,Some-college,10,Married-civ-spouse,Tech-support,Wife,White,Female,0,0,39,United-States,<=50K,0,0,White,1,0.0,0.0
32,Private,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,841,44,United-States,>50K,1,1,White,1,0.0,6.7357800142423265
43,Private,Some-college,10,Married-civ-spouse,Craft-repair,Own-child,White,Male,0,0,58,United-States,<=50K,0,1,White,1,0.0,0.0
45,Self-emp-not-inc,HS-grad,9,Divorced,Exec-managerial,Other-relative,White,Male,0,0,17,United-States,<=50K,0,1,White,0,0.0,0.0
50,Private,7th-8th,4,Married-civ-spouse,Prof-specialty,Own-child,White,Male,0,0,40,United-States,<=50K,0,1,White,1,0.0,0.0
61,Private,HS-grad,9,Separated,Priv-house-serv,Husband,White,Male,0,2552,19,Other,>50K,1,1,White,0,0.0,7.845024417241484
44,Federal-gov,HS-grad,9,Married-civ-spouse,Prof-specialty,Own-child,Asian-Pac-Islander,Female,0,0,22,United-States,<=50K,0,0,Non-White,1,0.0,0.0
24,Private,Some-college,10,Never-married,Sales,Not-in-family,White,Female,0,0,40,United-States,>50K,1,0,White,0,0.0,0.0
34,Private,HS-grad,9,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,28,United-States,<=50K,0,0,White,0,0.0,0.0
42,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Female,0,0,45,United-States,<=50K,0,0,White,1,0.0,0.0
64,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,Other,>50K,1,1,White,1,0.0,0.0
19,Private,Bachelors,13,Never-married,Other-service,Husband,Black,Male,0,0,31,United-States,>50K,1,1,Non-White,0,0.0,0.0
53,Private,HS-grad,9,Separated,Handlers-cleaners,Husband,White,Male,0,0,21,Mexico,>50K,1,1,White,0,0.0,0.0
40,Local-gov,Assoc-voc,11,Divorced,Prof-specialty,Wife,White,Female,0,0,53,United-States,>50K,1,0,White,0,0.0,0.0
48,Private,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,42,United-States,>50K,1,1,White,1,0.0,0.0
36,Private,Assoc-acdm,12,Never-married,Other-service,Own-child,Amer-Indian-Eskimo,Male,0,0,29,United-States,>50K,1,1,Non-White,0,0.0,0.0
27,Private,Assoc-voc,11,Divorced,Other-service,Unmarried,White,Female,0,0,30,United-States,<=50K,0,0,White,0,0.0,0.0
47,Private,Some-college,10,Never-married,Tech-support,Own-child,Black,Male,0,0,27,United-States,<=50K,0,1,Non-White,0,0.0,0.0
46,Private,HS-grad,9,Never-married,Protective-serv,Husband,White,Male,0,0,41,United-States,<=50K,0,1,White,0,0.0,0.0
50,Private,Bachelors,13,Never-married,Prof-specialty,Wife,White,Female,0,0,49,United-States,>50K,1,0,White,0,0.0,0.0
37,Federal-gov,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,45,Other,>50K,1,1,White,1,0.0,0.0
30,Private,Some-college,10,Divorced,Other-service,Husband,White,Male,0,0,54,Other,<=50K,0,1,White,0,0.0,0.0
18,Local-gov,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,Black,Male,0,0,43,United-States,<=50K,0,1,Non-White,1,0.0,0.0
48,Private,Prof-school,15,Divorced,Prof-specialty,Wife,White,Male,7701,0,58,United-States,>50K,1,1,White,0,8.949235314374855,0.0
43,Private,HS-grad,9,Separated,Exec-managerial,Unmarried,White,Female,0,0,39,United-States,<=50K,0,0,White,0,0.0,0.0
25,State-gov,HS-grad,9,Married-civ-spouse,Exec-managerial,Own-child,White,Female,0,0,17,United-States,<=50K,0,0,White,1,0.0,0.0
30,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,24,United-States,<=50K,0,1,White,1,0.0,0.0
31,Local-gov,Bachelors,13,Married-civ-spouse,Sales,Unmarried,White,Male,3302,0,35,United-States,<=50K,0,1,White,1,8.10258642539079,0.0
18,Private,11th,7,Married-civ-spouse,Adm-clerical,Unmarried,White,Female,0,0,36,United-States,>50K,1,0,White,1,0.0,0.0
27,Private,12th,8,Married-civ-spouse,Exec-managerial,Unmarried,Black,Female,0,0,31,United-States,<=50K,0,0,Non-White,1,0.0,0.0
23,Private,Masters,14,Never-married,Prof-specialty,Own-child,White,Male,0,0,46,United-States,>50K,1,1,White,0,0.0,0.0
32,Private,HS-grad,9,Married-civ-spouse,Tech-support,Husband,White,Female,0,0,53,United-States,>50K,1,0,White,1,0.0,0.0
28,Private,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,12,United-States,<=50K,0,1,White,1,0.0,0.0
18,Local-gov,HS-grad,9,Married-civ-spouse,Tech-support,Not-in-family,Black,Male,0,0,48,United-States,<=50K,0,1,Non-White,1,0.0,0.0
64,Private,HS-grad,9,Married-civ-spouse,Sales,Own-child,Other,Male,0,0,33,United-States,<=50K,0,1,Non-White,1,0.0,0.0
54,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Own-child,White,Male,0,0,19,United-States,<=50K,0,1,White,1,0.0,0.0
27,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Own-child,White,Female,83096,0,24,United-States,<=50K,0,0,White,1,11.327763879108847,0.0
41,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,33,Other,<=50K,0,1,White,1,0.0,0.0
43,Private,11th,7,Never-married,Sales,Husband,Other,Female,0,0,32,United-States,<=50K,0,0,Non-White,0,0.0,0.0
53,Private,HS-grad,9,Never-married,Exec-managerial,Husband,White,Male,0,3516,28,United-States,<=50K,0,1,White,0,0.0,8.165363632473982
27,Private,11th,7,Divorced,Adm-clerical,Husband,White,Male,0,0,24,United-States,<=50K,0,1,White,0,0.0,0.0
52,Private,HS-grad,9,Married-civ-spouse,Sales,Unmarried,Black,Female,0,0,62,United-States,<=50K,0,0,Non-White,1,0.0,0.0
30,Local-gov,Assoc-voc,11,Never-married,Craft-repair,Unmarried,White,Male,92177,0,40,United-States,>50K,1,1,White,0,11.431476769358715,0.0
20,Private,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Female,0,0,47,United-States,<=50K,0,0,White,1,0.0,0.0
47,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Female,0,0,51,United-States,<=50K,0,0,White,1,0.0,0.0
54,Federal-gov,Some-college,10,Married-civ-spouse,Sales,Husband,Black,Female,0,0,33,United-States,<=50K,0,0,Non-White,1,0.0,0.0
71,Private,Assoc-voc,11,Married-civ-spouse,Craft-repair,Other-relative,White,Female,0,0,37,United-States,>50K,1,0,White,1,0.0,0.0
22,Private,Assoc-voc,11,Divorced,Craft-repair,Not-in-family,Asian-Pac-Islander,Male,0,0,41,United-States,<=50K,0,1,Non-White,0,0.0,0.0
47,Self-emp-not-inc,Bachelors,13,Never-married,Tech-support,Not-in-family,White,Male,0,0,26,United-States,<=50K,0,1,White,0,0.0,0.0
32,Self-emp-not-inc,Some-college,10,Divorced,Machine-op-inspct,Wife,White,Male,0,0,27,United-States,<=50K,0,1,White,0,0.0,0.0
48,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Unmarried,White,Female,0,0,65,United-States,<=50K,0,0,White,1,0.0,0.0
18,Private,12th,8,Married-civ-spouse,Other-service,Husband,White,Male,0,0,70,United-States,>50K,1,1,White,1,0.0,0.0
21,Local-gov,HS-grad,9,Married-civ-spouse,Prof-specialty,Not-in-family,White,Male,0,0,21,United-States,<=50K,0,1,White,1,0.0,0.0
27,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Wife,White,Female,0,0,46,Other,>50K,1,0,White,1,0.0,0.0
39,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Own-child,Black,Male,0,0,46,United-States,>50K,1,1,Non-White,1,0.0,0.0
29,Private,HS-grad,9,Never-married,Adm-clerical,Husband,White,Female,0,0,43,United-States,<=50K,0,0,White,0,0.0,0.0
46,State-gov,Some-college,10,Married-civ-spouse,Sales,Not-in-family,White,Male,0,0,29,United-States,>50K,1,1,White,1,0.0,0.0
51,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,0,27,United-States,<=50K,0,1,Non-White,1,0.0,0.0
45,Private,Some-college,10,Married-civ-spouse,Other-service,Own-child,White,Male,0,0,55,United-States,<=50K,0,1,White,1,0.0,0.0
59,Private,Bachelors,13,Married-civ-spouse,Other-service,Husband,Black,Male,0,0,61,United-States,>50K,1,1,Non-White,1,0.0,0.0
43,Local-gov,HS-grad,9,Divorced,Prof-specialty,Own-child,White,Male,0,0,39,United-States,<=50K,0,1,White,0,0.0,0.0
22,Private,HS-grad,9,Married-civ-spouse,Sales,Own-child,White,Male,0,0,23,United-States,>50K,1,1,White,1,0.0,0.0
55,Private,Bachelors,13,Married-civ-spouse,Adm-clerical,Not-in-family,White,Male,0,0,37,United-States,<=50K,0,1,White,1,0.0,0.0
30,Private,11th,7,Married-civ-spouse,Sales,Husband,White,Male,0,0,34,United-States,<=50K,0,1,White,1,0.0,0.0
49,Private,HS-grad,9,Divorced,Priv-house-serv,Husband,White,Male,0,0,30,United-States,>50K,1,1,White,0,0.0,0.0
58,Private,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,36,United-States,<=50K,0,1,White,1,0.0,0.0
43,Private,Bachelors,13,Separated,Tech-support,Other-relative,White,Male,0,0,49,United-States,<=50K,0,1,White,0,0.0,0.0
18,Private,Bachelors,13,Married-civ-spouse,Machine-op-inspct,Not-in-family,Black,Female,4562,0,50,United-States,<=50K,0,0,Non-White,1,8.425735580927402,0.0
26,Private,Assoc-voc,11,Never-married,Craft-repair,Wife,White,Female,0,0,42,United-States,<=50K,0,0,White,0,0.0,0.0
55,Private,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,Amer-Indian-Eskimo,Male,0,0,44,United-States,<=50K,0,1,Non-White,1,0.0,0.0
35,Private,HS-grad,9,Married-civ-spouse,Prof-specialty,Not-in-family,Other,Male,99627,0,42,United-States,>50K,1,1,Non-White,1,11.509198528562594,0.0
39,Private,11th,7,Never-married,Adm-clerical,Husband,White,Female,0,0,32,United-States,<=50K,0,0,White,0,0.0,0.0
47,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,55,United-States,>50K,1,1,White,1,0.0,0.0
47,Private,Assoc-acdm,12,Never-married,Other-service,Husband,White,Male,0,0,23,Other,<=50K,0,1,White,0,0.0,0.0
41,Private,Assoc-acdm,12,Never-married,Adm-clerical,Unmarried,White,Female,0,0,44,United-States,<=50K,0,0,White,0,0.0,0.0
35,Private,Assoc-acdm,12,Married-civ-spouse,Handlers-cleaners,Wife,White,Male,0,0,44,United-States,>50K,1,1,White,1,0.0,0.0
33,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,63,United-States,>50K,1,1,White,1,0.0,0.0
49,Private,HS-grad,9,Never-married,Farming-fishing,Husband,White,Male,0,0,25,United-States,<=50K,0,1,White,0,0.0,0.0
45,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Not-in-family,White,Male,0,0,37,United-States,<=50K,0,1,White,1,0.0,0.0
